prompt_level,left_condition,right_condition,left_architecture,right_architecture,topic,topic_key,n_left,n_right,n_matched_inputs,n_unmatched_pairs,primary_eligible,mean_same_input_route_similarity,mean_different_input_route_similarity,architecture_route_displacement,same_input_similarity_advantage,analysis_role,c4_also_changes_second_model
P0,C1-P0,C3-P0,C1,C3,Family Finance,family finance,5,5,5,20,True,0.44256711237644486,0.42878556064645146,0.5574328876235551,0.013781551729993402,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Job Benefits,job benefits,5,5,5,20,True,0.4339829819717124,0.44776043595159576,0.5660170180282875,-0.013777453979883336,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Music,music,2,2,2,2,False,0.3187338005027019,0.3695864640476099,0.6812661994972982,-0.05085266354490803,exploratory,False
P0,C1-P0,C3-P0,C1,C3,News Media,news media,4,4,4,12,True,0.4242282139722986,0.4186443205608572,0.5757717860277014,0.005583893411441387,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Recycling,recycling,3,3,3,6,True,0.5144805032951596,0.5232276266973184,0.4855194967048404,-0.008747123402158774,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Taxes,taxes,2,2,2,2,False,0.11208608304696788,0.12680815743281232,0.8879139169530321,-0.014722074385844441,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.46455050503247847,0.46934370587095836,0.5354494949675215,-0.004793200838479894,exploratory,False
P0,C1-P0,C4-P0,C1,C4,Buying A Car,buying a car,2,2,2,2,False,0.4706871205143105,0.4616148271586689,0.5293128794856895,0.00907229335564158,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.4862990815825496,0.49309504377003616,0.5137009184174504,-0.0067959621874865705,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.434708370255575,0.435204076941897,0.565291629744425,-0.0004957066863219839,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Child Care,child care,2,2,2,2,False,0.3841684798904339,0.41769155179724426,0.6158315201095661,-0.033523071906810364,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Crime,crime,4,4,4,12,True,0.535322370278664,0.5345744935459319,0.46467762972133597,0.0007478767327321334,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Drug Testing,drug testing,2,2,2,2,False,0.43153663361246225,0.3917448197884854,0.5684633663875378,0.03979181382397684,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Family Finance,family finance,5,5,5,20,True,0.43101586858409613,0.44649775850580226,0.5689841314159039,-0.015481889921706127,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Job Benefits,job benefits,5,5,5,20,True,0.4088055926696277,0.4007521747864666,0.5911944073303723,0.008053417883161107,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Music,music,2,2,2,2,False,0.44077239947963154,0.440390961982324,0.5592276005203685,0.000381437497307513,exploratory,True
P0,C1-P0,C4-P0,C1,C4,News Media,news media,4,4,4,12,True,0.4278265676353529,0.42376616591071375,0.5721734323646471,0.004060401724639118,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Recycling,recycling,3,3,3,6,True,0.5062772975094397,0.49950729774378017,0.4937227024905603,0.006769999765659562,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Taxes,taxes,2,2,2,2,False,0.10919041968278786,0.1502566620192718,0.8908095803172121,-0.04106624233648393,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.45055982729421373,0.43880759723529095,0.5494401727057863,0.011752230058922786,exploratory,True
P0,C2-P0,C3-P0,C2,C3,Buying A Car,buying a car,2,2,2,2,False,0.35475309878614203,0.4162053459479378,0.645246901213858,-0.06145224716179576,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.4592058531321443,0.45659131692390215,0.5407941468678557,0.0026145362082421464,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.4812471279451242,0.46687237657049374,0.5187528720548757,0.014374751374630457,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Child Care,child care,2,1,1,1,False,0.5125295957386165,0.49785430675328735,0.48747040426138355,0.014675288985329105,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Crime,crime,4,4,4,12,True,0.589324845767139,0.5705732871619463,0.41067515423286105,0.01875155860519262,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Drug Testing,drug testing,2,2,2,2,False,0.5002603448615215,0.44533482573265276,0.4997396551384785,0.05492551912886873,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Family Finance,family finance,5,5,5,20,True,0.4389640413783972,0.4057128756959127,0.5610359586216028,0.033251165682484485,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Job Benefits,job benefits,5,5,5,20,True,0.5080476195830894,0.5190308212500986,0.4919523804169106,-0.010983201667009168,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Music,music,2,2,2,2,False,0.4598230009091273,0.39286257466601776,0.5401769990908727,0.06696042624310955,exploratory,False
P0,C2-P0,C3-P0,C2,C3,News Media,news media,4,4,4,12,True,0.4295819678838863,0.4214258743043824,0.5704180321161136,0.00815609357950392,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Recycling,recycling,3,3,3,6,True,0.49626365939370265,0.5234563601195067,0.5037363406062974,-0.027192700725804042,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Taxes,taxes,2,2,2,2,False,0.32098033187540664,0.321391955305972,0.6790196681245934,-0.00041162343056533324,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.47310667920684013,0.4681240682418197,0.5268933207931599,0.004982610965020451,exploratory,False
P0,C2-P0,C4-P0,C2,C4,Buying A Car,buying a car,2,2,2,2,False,0.376360734265331,0.4258526704893697,0.623639265734669,-0.04949193622403869,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.49106587754228365,0.5191393718193907,0.5089341224577164,-0.02807349427710709,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.4804872049027281,0.4724341336240041,0.5195127950972719,0.008053071278724011,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Child Care,child care,2,2,2,2,False,0.5338347374090924,0.5465157629481886,0.4661652625909076,-0.012681025539096225,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Crime,crime,4,4,4,12,True,0.6255424207252729,0.6227773887835374,0.3744575792747271,0.0027650319417354963,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Drug Testing,drug testing,2,2,2,2,False,0.5403877228876,0.4988376501883013,0.45961227711240005,0.04155007269929867,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Family Finance,family finance,5,5,5,20,True,0.5044745169900786,0.4973699896850999,0.4955254830099214,0.007104527304978736,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Job Benefits,job benefits,5,5,5,20,True,0.4414485345146174,0.4547021528852079,0.5585514654853826,-0.01325361837059047,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Music,music,2,2,2,2,False,0.3789781843936717,0.3955065343821399,0.6210218156063283,-0.016528349988468194,exploratory,True
P0,C2-P0,C4-P0,C2,C4,News Media,news media,4,4,4,12,True,0.42622628945305374,0.41845113556917973,0.5737737105469463,0.007775153883874009,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Recycling,recycling,3,3,3,6,True,0.4990401035178249,0.5208302209042649,0.5009598964821751,-0.02179011738643999,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Taxes,taxes,2,2,2,2,False,0.2863534847000991,0.2457713828471576,0.713646515299901,0.04058210185294148,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.47481406552947303,0.4692312794543332,0.525185934470527,0.005582786075139845,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Buying A Car,buying a car,2,2,2,2,False,0.3696586039685059,0.340658873503388,0.6303413960314941,0.02899973046511789,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.487116303017584,0.4730511888425126,0.512883696982416,0.014065114175071392,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.5040662795038918,0.5188081204639161,0.4959337204961082,-0.014741840960024288,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Child Care,child care,1,2,1,1,False,0.487392995071655,0.5277840818970891,0.512607004928345,-0.04039108682543413,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Crime,crime,4,4,4,12,True,0.6208905893386389,0.5978782672271484,0.37910941066136106,0.023012322111490513,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Drug Testing,drug testing,2,2,2,2,False,0.4922125522264046,0.3904500734676554,0.5077874477735954,0.10176247875874916,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Family Finance,family finance,5,5,5,20,True,0.4362630515082161,0.43956723083737453,0.5637369484917839,-0.003304179329158441,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Job Benefits,job benefits,5,5,5,20,True,0.4701891951056159,0.4652077104204486,0.5298108048943841,0.004981484685167292,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Music,music,2,2,2,2,False,0.35042760115165594,0.3555351129464143,0.6495723988483441,-0.005107511794758379,exploratory,True
P0,C3-P0,C4-P0,C3,C4,News Media,news media,4,4,4,12,True,0.478894795463526,0.46156722639649,0.521105204536474,0.017327569067035975,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Recycling,recycling,3,3,3,6,True,0.5332364175972154,0.5127013305728912,0.4667635824027846,0.02053508702432416,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Taxes,taxes,2,2,2,2,False,0.2826817400361557,0.25441380155212856,0.7173182599638444,0.028267938484027144,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.49025398801462194,0.48100645670839304,0.5097460119853781,0.009247531306228907,exploratory,True
P1,C1-P1,C2-P1,C1,C2,Buying A Car,buying a car,2,2,2,2,False,0.39930575947606145,0.3953977039019189,0.6006942405239386,0.003908055574142533,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Capital Punishment,capital punishment,2,2,2,2,False,0.46662316349382266,0.41111394674956625,0.5333768365061773,0.05550921674425641,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Care Of The Elderly,care of the elderly,5,3,3,12,True,0.40341295508820085,0.38214860156014113,0.5965870449117991,0.02126435352805972,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Child Care,child care,2,2,2,2,False,0.39957470345469437,0.3805161659227669,0.6004252965453056,0.01905853753192749,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Crime,crime,4,4,4,12,True,0.4706723322677627,0.4515389005689132,0.5293276677322373,0.019133431698849512,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Drug Testing,drug testing,2,2,2,2,False,0.3923748037966684,0.4164974988582771,0.6076251962033317,-0.02412269506160869,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Family Finance,family finance,5,5,5,20,True,0.41678220793757353,0.3904306220080564,0.5832177920624264,0.02635158592951714,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Job Benefits,job benefits,5,5,5,20,True,0.35300307611950094,0.36734056877658505,0.6469969238804991,-0.014337492657084117,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Music,music,2,2,2,2,False,0.38610805282931443,0.34892664933342027,0.6138919471706856,0.03718140349589416,exploratory,False
P1,C1-P1,C2-P1,C1,C2,News Media,news media,4,4,4,12,True,0.4234466307764556,0.4282872280275485,0.5765533692235444,-0.004840597251092871,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Recycling,recycling,3,3,3,6,True,0.4235696191600333,0.424077222304821,0.5764303808399667,-0.000507603144787705,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Taxes,taxes,2,2,2,2,False,0.1933638760366832,0.2013240507404273,0.8066361239633169,-0.007960174703744105,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Trial By Jury,trial by jury,6,6,6,30,True,0.444714970668715,0.4528330057875735,0.555285029331285,-0.008118035118858502,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Buying A Car,buying a car,2,2,2,2,False,0.3757937097510302,0.4399406669756839,0.6242062902489698,-0.06414695722465369,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.4265040619676765,0.4391779817311435,0.5734959380323235,-0.01267391976346699,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.38087531858483936,0.36752518363976777,0.6191246814151606,0.01335013494507159,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Child Care,child care,2,1,1,1,False,0.3733984759586343,0.34394831176031626,0.6266015240413657,0.02945016419831803,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Crime,crime,4,4,4,12,True,0.47500194622660635,0.476085555994082,0.5249980537733936,-0.001083609767475624,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Drug Testing,drug testing,2,2,2,2,False,0.31273588974981137,0.33605869213371925,0.6872641102501886,-0.02332280238390788,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Family Finance,family finance,5,5,5,20,True,0.4468196043132095,0.4419144170889144,0.5531803956867904,0.0049051872242951156,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Job Benefits,job benefits,5,5,5,20,True,0.40435197405411294,0.4330854882741191,0.5956480259458871,-0.02873351422000614,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Music,music,2,2,2,2,False,0.34650384745442453,0.33588248108716817,0.6534961525455755,0.010621366367256357,exploratory,False
P1,C1-P1,C3-P1,C1,C3,News Media,news media,4,4,4,12,True,0.4562238388903767,0.45231190052479814,0.5437761611096232,0.003911938365578571,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Recycling,recycling,3,3,3,6,True,0.46736019327779266,0.4494678035991839,0.5326398067222073,0.017892389678608733,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Taxes,taxes,2,2,2,2,False,0.33505109258286037,0.23817514329731376,0.6649489074171396,0.0968759492855466,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.4954633491076588,0.4957257908112219,0.5045366508923412,-0.0002624417035630988,exploratory,False
P1,C1-P1,C4-P1,C1,C4,Buying A Car,buying a car,2,2,2,2,False,0.37152769008649517,0.3718987479391246,0.6284723099135048,-0.0003710578526294195,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.46664034521196013,0.4935159890832875,0.5333596547880399,-0.026875643871327348,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.4027001394404793,0.38930361682042164,0.5972998605595208,0.013396522620057638,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Child Care,child care,2,2,2,2,False,0.35108233034377745,0.37916578599829515,0.6489176696562226,-0.028083455654517697,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Crime,crime,4,4,4,12,True,0.46174641172523856,0.45933625830750907,0.5382535882747614,0.002410153417729488,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Drug Testing,drug testing,2,2,2,2,False,0.3868106108680722,0.4253519777565809,0.6131893891319278,-0.03854136688850868,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Family Finance,family finance,5,5,5,20,True,0.4234451374174239,0.43848725423257884,0.576554862582576,-0.015042116815154938,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Job Benefits,job benefits,5,5,5,20,True,0.4359386279893628,0.4421413365488869,0.5640613720106372,-0.006202708559524095,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Music,music,2,2,2,2,False,0.3337732741040452,0.3651733112220044,0.6662267258959548,-0.03140003711795919,exploratory,True
P1,C1-P1,C4-P1,C1,C4,News Media,news media,4,4,4,12,True,0.42723770925454657,0.42436931361007896,0.5727622907454535,0.002868395644467614,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Recycling,recycling,3,3,3,6,True,0.4580875711107762,0.45939937688766047,0.5419124288892239,-0.0013118057768842784,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Taxes,taxes,2,2,2,2,False,0.3225908868399305,0.26595797551141576,0.6774091131600695,0.05663291132851472,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.4522805487966713,0.474543030402462,0.5477194512033288,-0.022262481605790696,exploratory,True
P1,C2-P1,C3-P1,C2,C3,Buying A Car,buying a car,2,2,2,2,False,0.45144881798422287,0.427090413354436,0.5485511820157771,0.02435840462978689,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.37380693481951455,0.32960080132337244,0.6261930651804855,0.04420613349614211,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Care Of The Elderly,care of the elderly,3,5,3,12,True,0.3885166134660876,0.3779857493106628,0.6114833865339124,0.010530864155424813,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Child Care,child care,2,1,1,1,False,0.37904009979188114,0.3688964126770148,0.6209599002081189,0.010143687114866351,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Crime,crime,4,4,4,12,True,0.5147474562915099,0.5045693655384867,0.48525254370849014,0.010178090753023117,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Drug Testing,drug testing,2,2,2,2,False,0.36801986299088096,0.3251276761045391,0.631980137009119,0.04289218688634189,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Family Finance,family finance,5,5,5,20,True,0.4372720458447453,0.43487717607195425,0.5627279541552547,0.002394869772791075,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Job Benefits,job benefits,5,5,5,20,True,0.3516281802401854,0.35618088590214747,0.6483718197598146,-0.0045527056619620865,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Music,music,2,2,2,2,False,0.3236609694200547,0.3404739100107321,0.6763390305799453,-0.016812940590677394,exploratory,False
P1,C2-P1,C3-P1,C2,C3,News Media,news media,4,4,4,12,True,0.36966042966529905,0.38151377867296743,0.630339570334701,-0.011853349007668379,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Recycling,recycling,3,3,3,6,True,0.48436524380687596,0.5067540118760187,0.515634756193124,-0.022388768069142695,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Taxes,taxes,2,2,2,2,False,0.22659957176726797,0.2334019795332669,0.773400428232732,-0.006802407765998941,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.45830530658579355,0.4622248241450106,0.5416946934142064,-0.003919517559217045,exploratory,False
P1,C2-P1,C4-P1,C2,C4,Buying A Car,buying a car,2,2,2,2,False,0.3865505880632775,0.42271693878171734,0.6134494119367224,-0.03616635071843982,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.3755167825108412,0.3877736116835264,0.6244832174891588,-0.012256829172685224,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Care Of The Elderly,care of the elderly,3,5,3,12,True,0.432199769834065,0.36601908360281316,0.5678002301659351,0.06618068623125184,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Child Care,child care,2,2,2,2,False,0.39207115566868056,0.38625823950354893,0.6079288443313194,0.005812916165131632,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Crime,crime,4,4,4,12,True,0.49045222762210827,0.49584411814351376,0.5095477723778917,-0.005391890521405485,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Drug Testing,drug testing,2,2,2,2,False,0.42503063424219883,0.4215103279074066,0.5749693657578012,0.0035203063347922225,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Family Finance,family finance,5,5,5,20,True,0.39599291891538624,0.39905827241339836,0.6040070810846138,-0.0030653534980121244,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Job Benefits,job benefits,5,5,5,20,True,0.3627595746307105,0.37942520352169873,0.6372404253692895,-0.016665628890988216,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Music,music,2,2,2,2,False,0.3356533610848929,0.27840999409547046,0.6643466389151071,0.05724336698942245,exploratory,True
P1,C2-P1,C4-P1,C2,C4,News Media,news media,4,4,4,12,True,0.3843226364523239,0.36303018047213703,0.6156773635476761,0.021292455980186864,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Recycling,recycling,3,3,3,6,True,0.4688845081196786,0.48561359321743525,0.5311154918803214,-0.01672908509775667,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Taxes,taxes,2,2,2,2,False,0.17897185912814062,0.2232694674966132,0.8210281408718594,-0.044297608368472574,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.4192940108788415,0.44442391865876424,0.5807059891211586,-0.025129907779922744,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Buying A Car,buying a car,2,2,2,2,False,0.4367350186932936,0.4111439223301393,0.5632649813067063,0.02559109636315432,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.4921539860002116,0.4431264151723079,0.5078460139997885,0.04902757082790371,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.472629145506928,0.4633596128450055,0.527370854493072,0.009269532661922486,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Child Care,child care,1,2,1,1,False,0.3514515327218469,0.4038118195739666,0.6485484672781531,-0.052360286852119686,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Crime,crime,4,4,4,12,True,0.5161913717629649,0.525943382249775,0.4838086282370351,-0.00975201048681007,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Drug Testing,drug testing,2,2,2,2,False,0.4366257854103533,0.3536821660725056,0.5633742145896468,0.08294361933784772,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Family Finance,family finance,5,5,5,20,True,0.4884953734838177,0.46828156935750875,0.5115046265161822,0.020213804126308965,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Job Benefits,job benefits,5,5,5,20,True,0.48830159909181303,0.456075689872104,0.511698400908187,0.032225909219709026,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Music,music,2,2,2,2,False,0.37123458163525985,0.34051329906132954,0.6287654183647402,0.03072128257393031,exploratory,True
P1,C3-P1,C4-P1,C3,C4,News Media,news media,4,4,4,12,True,0.4840708747206611,0.47359965913403723,0.5159291252793389,0.010471215586623894,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Recycling,recycling,3,3,3,6,True,0.5154124287948578,0.5351976244124453,0.4845875712051422,-0.019785195617587514,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Taxes,taxes,2,2,2,2,False,0.36262314560627074,0.3551503202558783,0.6373768543937293,0.0074728253503924535,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.48643945699054747,0.49731126953878585,0.5135605430094525,-0.01087181254823838,exploratory,True
P2,C1-P2,C2-P2,C1,C2,Buying A Car,buying a car,2,2,2,2,False,0.41934304135810996,0.43778573835702256,0.58065695864189,-0.0184426969989126,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Capital Punishment,capital punishment,2,2,2,2,False,0.38297410326147796,0.3803046738000323,0.617025896738522,0.0026694294614456604,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Care Of The Elderly,care of the elderly,5,4,4,16,True,0.34838994056603123,0.33959546165635857,0.6516100594339688,0.008794478909672665,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Child Care,child care,2,2,2,2,False,0.3021817930584653,0.36928574405362274,0.6978182069415346,-0.06710395099515742,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Crime,crime,4,4,4,12,True,0.3996741667151943,0.4124798843140564,0.6003258332848057,-0.01280571759886212,exploratory,False
