prompt_level,left_condition,right_condition,left_architecture,right_architecture,conversation_no,topic,topic_key,same_input_route_similarity,architecture_route_displacement,alignment_path,analysis_role
P0,C1-P0,C2-P0,C1,C2,4316,Crime,crime,0.6140634120900343,0.38593658790996566,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4320,Crime,crime,0.5353870356820829,0.4646129643179171,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4336,Crime,crime,0.558075047437117,0.441924952562883,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4340,Crime,crime,0.5093068956178135,0.4906931043821865,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4048,Drug Testing,drug testing,0.3797551077000765,0.6202448922999235,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4330,Drug Testing,drug testing,0.5426647487894654,0.45733525121053464,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4103,Family Finance,family finance,0.44122398752404124,0.5587760124759588,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4104,Family Finance,family finance,0.32931829882063424,0.6706817011793658,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4353,Family Finance,family finance,0.4926187709523574,0.5073812290476426,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4379,Family Finance,family finance,0.3609548546325404,0.6390451453674596,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4688,Family Finance,family finance,0.4703987272505835,0.5296012727494165,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,3389,Football,football,0.3982904083640323,0.6017095916359677,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4060,Job Benefits,job benefits,0.5357366475417886,0.4642633524582114,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4109,Job Benefits,job benefits,0.4588821175777028,0.5411178824222972,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4171,Job Benefits,job benefits,0.4775828523746245,0.5224171476253755,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4319,Job Benefits,job benefits,0.4609598208134117,0.5390401791865883,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4628,Job Benefits,job benefits,0.3775311950619248,0.6224688049380752,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4168,Music,music,0.3961597263820671,0.6038402736179329,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4312,Music,music,0.3977788663480185,0.6022211336519815,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4082,News Media,news media,0.48402773195330673,0.5159722680466933,"[[0,0],[1,0],[2,1],[3,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4177,News Media,news media,0.44449400027789265,0.5555059997221073,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4345,News Media,news media,0.45768630225405116,0.5423136977459488,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4611,News Media,news media,0.48297564349949973,0.5170243565005003,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4362,Public Education,public education,0.5914398596191748,0.4085601403808252,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4096,Recycling,recycling,0.4825364608931956,0.5174635391068044,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4329,Recycling,recycling,0.43465958480247235,0.5653404151975276,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4358,Recycling,recycling,0.5086100845405963,0.4913899154594037,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4360,Social Change,social change,0.44614237825962577,0.5538576217403742,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,2451,Soviet Union,soviet union,0.3899428142163598,0.6100571857836402,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4333,Taxes,taxes,0.09481146853037492,0.9051885314696251,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4372,Taxes,taxes,0.08214931123331526,0.9178506887666847,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4036,Trial By Jury,trial by jury,0.5294093330315726,0.47059066696842744,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4148,Trial By Jury,trial by jury,0.594873735390951,0.405126264609049,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4152,Trial By Jury,trial by jury,0.5405293530257906,0.45947064697420936,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4321,Trial By Jury,trial by jury,0.5012506253779487,0.49874937462205127,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4327,Trial By Jury,trial by jury,0.4701327021622589,0.5298672978377411,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4617,Trial By Jury,trial by jury,0.4540158603752721,0.5459841396247279,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C2-P0,C1,C2,2095,Weather Climate,weather climate,0.22715792160579928,0.7728420783942007,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4382,Air Pollution,air pollution,0.5079946080447877,0.4920053919552123,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4339,Buying A Car,buying a car,0.54258838288026,0.45741161711974,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4356,Buying A Car,buying a car,0.33627170304861587,0.6637282969513841,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4133,Capital Punishment,capital punishment,0.5645464398709457,0.43545356012905434,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4341,Capital Punishment,capital punishment,0.4547576670117225,0.5452423329882775,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,3902,Care Of The Elderly,care of the elderly,0.38917717367395166,0.6108228263260483,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4108,Care Of The Elderly,care of the elderly,0.547470929198344,0.45252907080165605,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4166,Care Of The Elderly,care of the elderly,0.37848016208225654,0.6215198379177435,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4619,Care Of The Elderly,care of the elderly,0.46495742560878484,0.5350425743912152,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4646,Care Of The Elderly,care of the elderly,0.4214229568879464,0.5785770431120536,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4877,Child Care,child care,0.34743069410226457,0.6525693058977354,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4316,Crime,crime,0.5574596235932547,0.44254037640674526,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4320,Crime,crime,0.5096258477343871,0.4903741522656129,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4336,Crime,crime,0.49062941425240314,0.5093705857475969,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4340,Crime,crime,0.5139224575204941,0.48607754247950585,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4048,Drug Testing,drug testing,0.32971665548252604,0.670283344517474,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4330,Drug Testing,drug testing,0.4543530801577834,0.5456469198422166,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4103,Family Finance,family finance,0.5136449832576997,0.4863550167423003,"[[0,0],[1,1],[2,2],[3,3],[4,3],[5,3],[6,4],[7,5],[7,6],[8,7],[9,8],[10,9],[11,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4104,Family Finance,family finance,0.37110689477931724,0.6288931052206828,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4353,Family Finance,family finance,0.47206934767563824,0.5279306523243618,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4379,Family Finance,family finance,0.4583809392370868,0.5416190607629132,"[[0,0],[1,1],[2,2],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4688,Family Finance,family finance,0.39763339693248223,0.6023666030675178,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,3389,Football,football,0.5018111777301582,0.49818882226984185,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4060,Job Benefits,job benefits,0.4294777827412469,0.5705222172587531,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4109,Job Benefits,job benefits,0.5028657449479712,0.4971342550520288,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4171,Job Benefits,job benefits,0.4688019933251014,0.5311980066748986,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4319,Job Benefits,job benefits,0.41453275686229707,0.5854672431377029,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4628,Job Benefits,job benefits,0.3542366319819453,0.6457633680180547,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4168,Music,music,0.36454891532623235,0.6354510846737677,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4312,Music,music,0.27291868567917144,0.7270813143208286,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4082,News Media,news media,0.36442190449663503,0.635578095503365,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4177,News Media,news media,0.4400871253722968,0.5599128746277032,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4345,News Media,news media,0.4145631376147635,0.5854368623852365,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4611,News Media,news media,0.4778406884054991,0.5221593115945009,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4362,Public Education,public education,0.5575226070212338,0.4424773929787662,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4096,Recycling,recycling,0.5666088729919496,0.4333911270080504,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4329,Recycling,recycling,0.4638558120066575,0.5361441879933425,"[[0,0],[1,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,7],[7,8],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4358,Recycling,recycling,0.5129768248868718,0.4870231751131282,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4360,Social Change,social change,0.34257000816042893,0.6574299918395711,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,2451,Soviet Union,soviet union,0.398747181120065,0.601252818879935,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4333,Taxes,taxes,0.07028798898195399,0.929712011018046,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4372,Taxes,taxes,0.15388417711198177,0.8461158228880182,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4036,Trial By Jury,trial by jury,0.5528406298304174,0.4471593701695826,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4148,Trial By Jury,trial by jury,0.478296807420559,0.521703192579441,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4152,Trial By Jury,trial by jury,0.4970382454314669,0.5029617545685331,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4321,Trial By Jury,trial by jury,0.45357085285432264,0.5464291471456774,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4327,Trial By Jury,trial by jury,0.34949591865221663,0.6505040813477834,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4617,Trial By Jury,trial by jury,0.45606057600588823,0.5439394239941118,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C3-P0,C1,C3,2095,Weather Climate,weather climate,0.359964012986168,0.640035987013832,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4382,Air Pollution,air pollution,0.4917715829095214,0.5082284170904786,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4339,Buying A Car,buying a car,0.4874528656934788,0.5125471343065212,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4356,Buying A Car,buying a car,0.4539213753351422,0.5460786246648578,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4133,Capital Punishment,capital punishment,0.46061454653098866,0.5393854534690113,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4341,Capital Punishment,capital punishment,0.5119836166341105,0.4880163833658895,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,3902,Care Of The Elderly,care of the elderly,0.44383755550302717,0.5561624444969728,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4108,Care Of The Elderly,care of the elderly,0.4794641606995248,0.5205358393004752,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4166,Care Of The Elderly,care of the elderly,0.42241481286026994,0.5775851871397301,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4619,Care Of The Elderly,care of the elderly,0.4227859276196043,0.5772140723803957,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4646,Care Of The Elderly,care of the elderly,0.4050393945954486,0.5949606054045514,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4325,Child Care,child care,0.4713634209940919,0.5286365790059081,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4877,Child Care,child care,0.2969735387867759,0.7030264612132241,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4316,Crime,crime,0.6051302722257184,0.39486972777428164,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]",exploratory
