source,condition,architecture,prompt_level,conversation_no,topic,topic_key,n_words,n_bins,n_microchunks,route_representation,n_sampled_word_occurrences,n_unique_sampled_words,sampled_unique_coverage,sampled_overlap_rate,status,topic_pool_size,nearest_sibling_no,nearest_sibling_similarity
SB,SB,SB,SB,2299,Recycling,recycling,1417,12,24,full-coverage,1417,1417,1.0,0.0,eligible,35,2111,0.47439638313051635
SB,SB,SB,SB,2300,Family Finance,family finance,2190,12,24,full-coverage,2190,2190,1.0,0.0,eligible,28,2515,0.45855152347393
SB,SB,SB,SB,2302,Trial By Jury,trial by jury,1106,12,12,full-coverage,1106,1106,1.0,0.0,eligible,31,3118,0.37151987981944257
SB,SB,SB,SB,2308,Care Of The Elderly,care of the elderly,1849,12,24,full-coverage,1849,1849,1.0,0.0,eligible,28,4646,0.45119684876049293
SB,SB,SB,SB,2309,Trial By Jury,trial by jury,1315,12,24,full-coverage,1315,1315,1.0,0.0,eligible,31,4370,0.48579216790799085
SB,SB,SB,SB,2314,Drug Testing,drug testing,1284,12,24,full-coverage,1284,1284,1.0,0.0,eligible,27,4703,0.4586539055494513
SB,SB,SB,SB,2316,Public Education,public education,1830,12,24,full-coverage,1830,1830,1.0,0.0,eligible,32,3134,0.42863724190507435
SB,SB,SB,SB,2323,Soviet Union,soviet union,1260,12,24,full-coverage,1260,1260,1.0,0.0,eligible,8,2344,0.3756479485682833
SB,SB,SB,SB,2325,Child Care,child care,2468,12,36,full-coverage,2468,2468,1.0,0.0,eligible,28,3085,0.4535109701032015
SB,SB,SB,SB,2330,Weather Climate,weather climate,756,12,12,full-coverage,756,756,1.0,0.0,eligible,20,3042,0.3715771115461709
SB,SB,SB,SB,2335,Crime,crime,1701,12,24,full-coverage,1701,1701,1.0,0.0,eligible,27,2836,0.37503838457595606
SB,SB,SB,SB,2336,Buying A Car,buying a car,1440,12,24,full-coverage,1440,1440,1.0,0.0,eligible,34,2875,0.4739013549953547
SB,SB,SB,SB,2340,Care Of The Elderly,care of the elderly,2237,12,24,full-coverage,2237,2237,1.0,0.0,eligible,28,3057,0.39833117375581717
SB,SB,SB,SB,2344,Soviet Union,soviet union,1925,12,24,full-coverage,1925,1925,1.0,0.0,eligible,8,2252,0.4207331447512127
SB,SB,SB,SB,2355,Social Change,social change,2072,12,24,full-coverage,2072,2072,1.0,0.0,eligible,17,2576,0.33956109615719343
SB,SB,SB,SB,2362,Public Education,public education,2012,12,24,full-coverage,2012,2012,1.0,0.0,eligible,32,2407,0.426536949521664
SB,SB,SB,SB,2366,Music,music,1685,12,24,full-coverage,1685,1685,1.0,0.0,eligible,25,3036,0.39719634753879207
SB,SB,SB,SB,2376,Recycling,recycling,1509,12,24,full-coverage,1509,1509,1.0,0.0,eligible,35,2111,0.46776634689499463
SB,SB,SB,SB,2379,Social Change,social change,1806,12,24,full-coverage,1806,1806,1.0,0.0,eligible,17,3429,0.3397687767916172
SB,SB,SB,SB,2380,Trial By Jury,trial by jury,1802,12,24,full-coverage,1802,1802,1.0,0.0,eligible,31,3113,0.5297158966018485
SB,SB,SB,SB,2383,Public Education,public education,974,12,12,full-coverage,974,974,1.0,0.0,eligible,32,2407,0.3896492462358083
SB,SB,SB,SB,2387,Music,music,1632,12,24,full-coverage,1632,1632,1.0,0.0,eligible,25,2543,0.4273338486909942
SB,SB,SB,SB,2395,News Media,news media,1749,12,24,full-coverage,1749,1749,1.0,0.0,eligible,31,2154,0.4056999283086081
SB,SB,SB,SB,2407,Public Education,public education,1801,12,24,full-coverage,1801,1801,1.0,0.0,eligible,32,2840,0.49935358808964725
SB,SB,SB,SB,2418,Family Finance,family finance,2004,12,24,full-coverage,2004,2004,1.0,0.0,eligible,28,4149,0.45291677072971714
SB,SB,SB,SB,2421,Drug Testing,drug testing,1530,12,24,full-coverage,1530,1530,1.0,0.0,eligible,27,4049,0.4229948720810143
SB,SB,SB,SB,2424,Taxes,taxes,1520,12,24,full-coverage,1520,1520,1.0,0.0,eligible,26,2622,0.4192950094627784
SB,SB,SB,SB,2431,Buying A Car,buying a car,2143,12,24,full-coverage,2143,2143,1.0,0.0,eligible,34,2875,0.4074156399260589
SB,SB,SB,SB,2432,Recycling,recycling,1833,12,24,full-coverage,1833,1833,1.0,0.0,eligible,35,2249,0.454332602379554
SB,SB,SB,SB,2437,Drug Testing,drug testing,1859,12,24,full-coverage,1859,1859,1.0,0.0,eligible,27,2421,0.381522839450263
SB,SB,SB,SB,2439,Buying A Car,buying a car,2010,12,24,full-coverage,2010,2010,1.0,0.0,eligible,34,2733,0.4875341690190341
SB,SB,SB,SB,2450,Weather Climate,weather climate,368,12,12,full-coverage,368,368,1.0,0.0,eligible,20,2772,0.34406938160416456
SB,SB,SB,SB,2451,Soviet Union,soviet union,1446,12,24,full-coverage,1446,1446,1.0,0.0,eligible,8,2252,0.38502874706196366
SB,SB,SB,SB,2457,Weather Climate,weather climate,1542,12,24,full-coverage,1542,1542,1.0,0.0,eligible,20,3185,0.4341168937995311
SB,SB,SB,SB,2461,Public Education,public education,1543,12,24,full-coverage,1543,1543,1.0,0.0,eligible,32,3134,0.41315730767614234
SB,SB,SB,SB,2467,Family Finance,family finance,1592,12,24,full-coverage,1592,1592,1.0,0.0,eligible,28,2300,0.34885277806827786
SB,SB,SB,SB,2479,Child Care,child care,2443,12,36,full-coverage,2443,2443,1.0,0.0,eligible,28,2788,0.4655490300912889
SB,SB,SB,SB,2483,News Media,news media,1999,12,24,full-coverage,1999,1999,1.0,0.0,eligible,31,2888,0.4532763937934804
SB,SB,SB,SB,2488,Capital Punishment,capital punishment,2495,12,36,full-coverage,2495,2495,1.0,0.0,eligible,32,3150,0.41630648026676986
SB,SB,SB,SB,2515,Family Finance,family finance,1823,12,24,full-coverage,1823,1823,1.0,0.0,eligible,28,4379,0.5675819696595139
SB,SB,SB,SB,2521,Football,football,2091,12,24,full-coverage,2091,2091,1.0,0.0,eligible,11,2157,0.4270000315715663
SB,SB,SB,SB,2525,Crime,crime,2080,12,24,full-coverage,2080,2080,1.0,0.0,eligible,27,2836,0.4184167415193728
SB,SB,SB,SB,2526,Buying A Car,buying a car,1900,12,24,full-coverage,1900,1900,1.0,0.0,eligible,34,2875,0.4706942088859758
SB,SB,SB,SB,2537,Drug Testing,drug testing,1600,12,24,full-coverage,1600,1600,1.0,0.0,eligible,27,4049,0.4145035278980228
SB,SB,SB,SB,2543,Music,music,1971,12,24,full-coverage,1971,1971,1.0,0.0,eligible,25,2387,0.4273338486909942
SB,SB,SB,SB,2546,Capital Punishment,capital punishment,1223,12,24,full-coverage,1223,1223,1.0,0.0,eligible,32,3150,0.4781178502087221
SB,SB,SB,SB,2548,Buying A Car,buying a car,1296,12,24,full-coverage,1296,1296,1.0,0.0,eligible,34,2875,0.4443943251609034
SB,SB,SB,SB,2549,Football,football,1862,12,24,full-coverage,1862,1862,1.0,0.0,eligible,11,2521,0.39405503997241864
SB,SB,SB,SB,2557,Recycling,recycling,1740,12,24,full-coverage,1740,1740,1.0,0.0,eligible,35,2111,0.4632007590629301
SB,SB,SB,SB,2566,Child Care,child care,2026,12,24,full-coverage,2026,2026,1.0,0.0,eligible,28,2325,0.4253816384281699
SB,SB,SB,SB,2571,Capital Punishment,capital punishment,1763,12,24,full-coverage,1763,1763,1.0,0.0,eligible,32,3150,0.43995441391712553
SB,SB,SB,SB,2576,Social Change,social change,1563,12,24,full-coverage,1563,1563,1.0,0.0,eligible,17,3140,0.37646679901933966
SB,SB,SB,SB,2579,Weather Climate,weather climate,1840,12,24,full-coverage,1840,1840,1.0,0.0,eligible,20,3042,0.3862111518510235
SB,SB,SB,SB,2587,News Media,news media,1192,12,24,full-coverage,1192,1192,1.0,0.0,eligible,31,4630,0.33736652648073107
SB,SB,SB,SB,2589,Public Education,public education,1802,12,24,full-coverage,1802,1802,1.0,0.0,eligible,32,2840,0.37233325660677175
SB,SB,SB,SB,2594,Recycling,recycling,2176,12,24,full-coverage,2176,2176,1.0,0.0,eligible,35,2249,0.49866658636171035
SB,SB,SB,SB,2599,Football,football,1374,12,24,full-coverage,1374,1374,1.0,0.0,eligible,11,3638,0.42785265379635284
SB,SB,SB,SB,2602,Soviet Union,soviet union,1449,12,24,full-coverage,1449,1449,1.0,0.0,eligible,8,2252,0.392087714465403
SB,SB,SB,SB,2621,Football,football,2249,12,24,full-coverage,2249,2249,1.0,0.0,eligible,11,3638,0.36499525178391556
SB,SB,SB,SB,2622,Taxes,taxes,1688,12,24,full-coverage,1688,1688,1.0,0.0,eligible,26,2424,0.4192950094627784
SB,SB,SB,SB,2631,Child Care,child care,2265,12,24,full-coverage,2265,2265,1.0,0.0,eligible,28,2854,0.4425384014815249
SB,SB,SB,SB,2632,Public Education,public education,1274,12,24,full-coverage,1274,1274,1.0,0.0,eligible,32,4380,0.3601464529880941
SB,SB,SB,SB,2638,Drug Testing,drug testing,1699,12,24,full-coverage,1699,1699,1.0,0.0,eligible,27,4049,0.39272991735877016
SB,SB,SB,SB,2640,Trial By Jury,trial by jury,1168,12,24,full-coverage,1168,1168,1.0,0.0,eligible,31,2962,0.3691161177661143
SB,SB,SB,SB,2648,Air Pollution,air pollution,2006,12,24,full-coverage,2006,2006,1.0,0.0,eligible,24,2121,0.3866045151881058
SB,SB,SB,SB,2672,Recycling,recycling,1694,12,24,full-coverage,1694,1694,1.0,0.0,eligible,35,2249,0.5062870251906826
SB,SB,SB,SB,2675,Trial By Jury,trial by jury,1564,12,24,full-coverage,1564,1564,1.0,0.0,eligible,31,2924,0.4727694960483646
SB,SB,SB,SB,2676,Weather Climate,weather climate,1944,12,24,full-coverage,1944,1944,1.0,0.0,eligible,20,2772,0.39636588556801167
SB,SB,SB,SB,2678,Music,music,963,12,12,full-coverage,963,963,1.0,0.0,eligible,25,2387,0.3540292127188164
SB,SB,SB,SB,2684,Capital Punishment,capital punishment,1593,12,24,full-coverage,1593,1593,1.0,0.0,eligible,32,2064,0.44152584173262566
SB,SB,SB,SB,2689,Crime,crime,1027,12,12,full-coverage,1027,1027,1.0,0.0,eligible,27,3143,0.3968099453048545
SB,SB,SB,SB,2702,Buying A Car,buying a car,1598,12,24,full-coverage,1598,1598,1.0,0.0,eligible,34,2439,0.4511970680468709
SB,SB,SB,SB,2717,Capital Punishment,capital punishment,1958,12,24,full-coverage,1958,1958,1.0,0.0,eligible,32,3105,0.45264476800613196
SB,SB,SB,SB,2723,Job Benefits,job benefits,2195,12,24,full-coverage,2195,2195,1.0,0.0,eligible,26,2062,0.3407553455883636
SB,SB,SB,SB,2733,Buying A Car,buying a car,2284,12,24,full-coverage,2284,2284,1.0,0.0,eligible,34,2439,0.4875341690190341
SB,SB,SB,SB,2734,Capital Punishment,capital punishment,1786,12,24,full-coverage,1786,1786,1.0,0.0,eligible,32,2064,0.3925951226912765
SB,SB,SB,SB,2736,Buying A Car,buying a car,1972,12,24,full-coverage,1972,1972,1.0,0.0,eligible,34,2702,0.4056321271398514
SB,SB,SB,SB,2744,Public Education,public education,2061,12,24,full-coverage,2061,2061,1.0,0.0,eligible,32,2840,0.44220837930024837
SB,SB,SB,SB,2749,Trial By Jury,trial by jury,1460,12,24,full-coverage,1460,1460,1.0,0.0,eligible,31,2380,0.4879323654072928
SB,SB,SB,SB,2751,Buying A Car,buying a car,1099,12,12,full-coverage,1099,1099,1.0,0.0,eligible,34,2336,0.3943182596127097
SB,SB,SB,SB,2752,Air Pollution,air pollution,2312,12,32,full-coverage,2312,2312,1.0,0.0,eligible,24,2121,0.4070855567865509
SB,SB,SB,SB,2754,Capital Punishment,capital punishment,1922,12,24,full-coverage,1922,1922,1.0,0.0,eligible,32,4801,0.4547474619178077
SB,SB,SB,SB,2755,Child Care,child care,1418,12,24,full-coverage,1418,1418,1.0,0.0,eligible,28,2788,0.41854827311899223
SB,SB,SB,SB,2759,Drug Testing,drug testing,1272,12,24,full-coverage,1272,1272,1.0,0.0,eligible,27,4618,0.4313708492104914
SB,SB,SB,SB,2768,Care Of The Elderly,care of the elderly,1992,12,24,full-coverage,1992,1992,1.0,0.0,eligible,28,2308,0.3902560158046513
SB,SB,SB,SB,2772,Weather Climate,weather climate,1858,12,24,full-coverage,1858,1858,1.0,0.0,eligible,20,3042,0.47854767593042524
SB,SB,SB,SB,2782,Family Finance,family finance,1522,12,24,full-coverage,1522,1522,1.0,0.0,eligible,28,4090,0.4782460043749922
SB,SB,SB,SB,2784,Taxes,taxes,1992,12,24,full-coverage,1992,1992,1.0,0.0,eligible,26,3077,0.36521320158432236
SB,SB,SB,SB,2788,Child Care,child care,2302,12,24,full-coverage,2302,2302,1.0,0.0,eligible,28,4165,0.46710734307833135
SB,SB,SB,SB,2797,Public Education,public education,1938,12,24,full-coverage,1938,1938,1.0,0.0,eligible,32,2316,0.386923103013597
SB,SB,SB,SB,2818,Child Care,child care,1735,12,24,full-coverage,1735,1735,1.0,0.0,eligible,28,2631,0.440909149907343
SB,SB,SB,SB,2819,Social Change,social change,1176,12,24,full-coverage,1176,1176,1.0,0.0,eligible,17,2355,0.32596141015040747
SB,SB,SB,SB,2820,Drug Testing,drug testing,1577,12,24,full-coverage,1577,1577,1.0,0.0,eligible,27,4618,0.41500073841117646
SB,SB,SB,SB,2826,Social Change,social change,1715,12,24,full-coverage,1715,1715,1.0,0.0,eligible,17,3140,0.4155581859624895
SB,SB,SB,SB,2828,Public Education,public education,1567,12,24,full-coverage,1567,1567,1.0,0.0,eligible,32,2840,0.41705083955655076
SB,SB,SB,SB,2835,Social Change,social change,1576,12,24,full-coverage,1576,1576,1.0,0.0,eligible,17,4659,0.3198991796628353
SB,SB,SB,SB,2836,Crime,crime,1896,12,24,full-coverage,1896,1896,1.0,0.0,eligible,27,2525,0.4184167415193728
SB,SB,SB,SB,2839,Taxes,taxes,2162,12,24,full-coverage,2162,2162,1.0,0.0,eligible,26,2622,0.4018476781895678
SB,SB,SB,SB,2840,Public Education,public education,1719,12,24,full-coverage,1719,1719,1.0,0.0,eligible,32,2407,0.49935358808964725
SB,SB,SB,SB,2844,Crime,crime,1527,12,24,full-coverage,1527,1527,1.0,0.0,eligible,27,4608,0.367230580432764
SB,SB,SB,SB,2854,Child Care,child care,2257,12,24,full-coverage,2257,2257,1.0,0.0,eligible,28,2631,0.4425384014815249
SB,SB,SB,SB,2866,News Media,news media,1824,12,24,full-coverage,1824,1824,1.0,0.0,eligible,31,3002,0.37132527187832765
SB,SB,SB,SB,2875,Buying A Car,buying a car,2493,12,36,full-coverage,2493,2493,1.0,0.0,eligible,34,2336,0.4739013549953547
SB,SB,SB,SB,2876,Recycling,recycling,1065,12,12,full-coverage,1065,1065,1.0,0.0,eligible,35,2249,0.46435313968168324
SB,SB,SB,SB,2879,Capital Punishment,capital punishment,2059,12,24,full-coverage,2059,2059,1.0,0.0,eligible,32,2754,0.41637006403443355
SB,SB,SB,SB,2884,Family Finance,family finance,2076,12,24,full-coverage,2076,2076,1.0,0.0,eligible,28,2515,0.4976417244783169
SB,SB,SB,SB,2887,Job Benefits,job benefits,2240,12,24,full-coverage,2240,2240,1.0,0.0,eligible,26,2897,0.40354671429330413
SB,SB,SB,SB,2888,News Media,news media,1653,12,24,full-coverage,1653,1653,1.0,0.0,eligible,31,3002,0.5054226380604041
SB,SB,SB,SB,2897,Job Benefits,job benefits,991,12,12,full-coverage,991,991,1.0,0.0,eligible,26,2887,0.40354671429330413
SB,SB,SB,SB,2910,News Media,news media,1150,12,12,full-coverage,1150,1150,1.0,0.0,eligible,31,2888,0.4291568967683471
SB,SB,SB,SB,2915,Taxes,taxes,801,12,12,full-coverage,801,801,1.0,0.0,eligible,26,4071,0.3723725700919204
SB,SB,SB,SB,2924,Trial By Jury,trial by jury,2312,12,32,full-coverage,2312,2312,1.0,0.0,eligible,31,2675,0.4727694960483646
SB,SB,SB,SB,2926,Public Education,public education,2232,12,24,full-coverage,2232,2232,1.0,0.0,eligible,32,4380,0.3666530581779145
SB,SB,SB,SB,2927,Weather Climate,weather climate,994,12,12,full-coverage,994,994,1.0,0.0,eligible,20,2772,0.45832487939837463
SB,SB,SB,SB,2934,Weather Climate,weather climate,1500,12,24,full-coverage,1500,1500,1.0,0.0,eligible,20,2772,0.3938703532792588
SB,SB,SB,SB,2938,Air Pollution,air pollution,2071,12,24,full-coverage,2071,2071,1.0,0.0,eligible,24,4771,0.34476558734853524
SB,SB,SB,SB,2950,Weather Climate,weather climate,1718,12,24,full-coverage,1718,1718,1.0,0.0,eligible,20,2772,0.436376431328259
SB,SB,SB,SB,2953,Social Change,social change,2095,12,24,full-coverage,2095,2095,1.0,0.0,eligible,17,3140,0.352353568368887
SB,SB,SB,SB,2957,Social Change,social change,1268,12,24,full-coverage,1268,1268,1.0,0.0,eligible,17,3140,0.324648306879581
SB,SB,SB,SB,2962,Trial By Jury,trial by jury,1674,12,24,full-coverage,1674,1674,1.0,0.0,eligible,31,2380,0.47182531447253273
SB,SB,SB,SB,2970,Crime,crime,2673,12,36,full-coverage,2673,2673,1.0,0.0,eligible,27,2525,0.41390023177755986
SB,SB,SB,SB,2981,Capital Punishment,capital punishment,1040,12,12,full-coverage,1040,1040,1.0,0.0,eligible,32,3150,0.4406570678578957
SB,SB,SB,SB,2982,Job Benefits,job benefits,1585,12,24,full-coverage,1585,1585,1.0,0.0,eligible,26,2887,0.40120887124412097
SB,SB,SB,SB,2993,Buying A Car,buying a car,1240,12,24,full-coverage,1240,1240,1.0,0.0,eligible,34,2431,0.39838136003115554
SB,SB,SB,SB,2994,Recycling,recycling,1017,12,12,full-coverage,1017,1017,1.0,0.0,eligible,35,2249,0.5102862864599498
SB,SB,SB,SB,2996,Taxes,taxes,1465,12,24,full-coverage,1465,1465,1.0,0.0,eligible,26,3077,0.33184804296626913
SB,SB,SB,SB,2998,Air Pollution,air pollution,1410,12,24,full-coverage,1410,1410,1.0,0.0,eligible,24,2094,0.4268080167880015
SB,SB,SB,SB,3001,Job Benefits,job benefits,1457,12,24,full-coverage,1457,1457,1.0,0.0,eligible,26,3107,0.37878302947479814
SB,SB,SB,SB,3002,News Media,news media,1244,12,24,full-coverage,1244,1244,1.0,0.0,eligible,31,2888,0.5054226380604041
SB,SB,SB,SB,3003,Buying A Car,buying a car,1750,12,24,full-coverage,1750,1750,1.0,0.0,eligible,34,2439,0.4426566658442034
SB,SB,SB,SB,3004,Child Care,child care,1455,12,24,full-coverage,1455,1455,1.0,0.0,eligible,28,2788,0.44065386827286634
SB,SB,SB,SB,3009,Child Care,child care,1313,12,24,full-coverage,1313,1313,1.0,0.0,eligible,28,2788,0.4353351873120733
SB,SB,SB,SB,3014,Buying A Car,buying a car,1397,12,24,full-coverage,1397,1397,1.0,0.0,eligible,34,2875,0.40473776257362815
SB,SB,SB,SB,3023,Crime,crime,1491,12,24,full-coverage,1491,1491,1.0,0.0,eligible,27,3381,0.39030213540399206
SB,SB,SB,SB,3029,Capital Punishment,capital punishment,1427,12,24,full-coverage,1427,1427,1.0,0.0,eligible,32,2546,0.45237661547805674
SB,SB,SB,SB,3036,Music,music,898,12,12,full-coverage,898,898,1.0,0.0,eligible,25,4334,0.4074218567524692
SB,SB,SB,SB,3040,Taxes,taxes,1117,12,12,full-coverage,1117,1117,1.0,0.0,eligible,26,2234,0.34429266752938614
SB,SB,SB,SB,3042,Weather Climate,weather climate,1366,12,24,full-coverage,1366,1366,1.0,0.0,eligible,20,2772,0.47854767593042524
SB,SB,SB,SB,3052,Care Of The Elderly,care of the elderly,1334,12,24,full-coverage,1334,1334,1.0,0.0,eligible,28,3310,0.4587539411594376
SB,SB,SB,SB,3057,Care Of The Elderly,care of the elderly,1618,12,24,full-coverage,1618,1618,1.0,0.0,eligible,28,4646,0.4714388705882834
SB,SB,SB,SB,3062,Public Education,public education,1512,12,24,full-coverage,1512,1512,1.0,0.0,eligible,32,2407,0.362846980291995
SB,SB,SB,SB,3063,Air Pollution,air pollution,1195,12,24,full-coverage,1195,1195,1.0,0.0,eligible,24,2121,0.34670148133021683
SB,SB,SB,SB,3071,Music,music,1238,12,24,full-coverage,1238,1238,1.0,0.0,eligible,25,2366,0.3820400411238155
SB,SB,SB,SB,3074,Recycling,recycling,1742,12,24,full-coverage,1742,1742,1.0,0.0,eligible,35,2111,0.43360901769963733
SB,SB,SB,SB,3077,Taxes,taxes,1622,12,24,full-coverage,1622,1622,1.0,0.0,eligible,26,2234,0.4677609297878481
SB,SB,SB,SB,3083,Public Education,public education,1269,12,24,full-coverage,1269,1269,1.0,0.0,eligible,32,2840,0.44525627410185464
SB,SB,SB,SB,3085,Child Care,child care,1681,12,24,full-coverage,1681,1681,1.0,0.0,eligible,28,2325,0.4535109701032015
SB,SB,SB,SB,3087,Music,music,1611,12,24,full-coverage,1611,1611,1.0,0.0,eligible,25,2131,0.3789098995283954
SB,SB,SB,SB,3088,Drug Testing,drug testing,1344,12,24,full-coverage,1344,1344,1.0,0.0,eligible,27,4049,0.4773066215490843
SB,SB,SB,SB,3090,Family Finance,family finance,1617,12,24,full-coverage,1617,1617,1.0,0.0,eligible,28,4079,0.34954622904726207
SB,SB,SB,SB,3092,Job Benefits,job benefits,1405,12,24,full-coverage,1405,1405,1.0,0.0,eligible,26,2982,0.37695511726816944
SB,SB,SB,SB,3095,Trial By Jury,trial by jury,1072,12,12,full-coverage,1072,1072,1.0,0.0,eligible,31,4830,0.4252224173050595
