condition,architecture,prompt_level,topic,topic_key,n_generated,n_human_pool,primary_eligible,generated_route_reuse,human_pool_matched_reuse,human_subsample_mean_q025,human_subsample_mean_q975,excess_route_reuse,human_subsample_nearest_p95,generated_above_human_nearest_p95_rate,human_subsample_upper_tail_fraction
C2-P0,C2,P0,Job Benefits,job benefits,5,26,True,0.5620516518020707,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.3615731961206639,0.2517635522655035,1.0,0.0004997501249375312
C2-P0,C2,P0,Music,music,2,25,False,0.4163336901612218,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.2136128728038635,0.2865766450218351,1.0,0.0004997501249375312
C2-P0,C2,P0,News Media,news media,4,31,True,0.4908453089610215,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.23028125558527035,0.3356762468742268,1.0,0.0004997501249375312
C2-P0,C2,P0,Recycling,recycling,3,35,True,0.5258495468044314,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.3093429940130058,0.2896303252421456,1.0,0.0004997501249375312
C2-P0,C2,P0,Taxes,taxes,2,26,False,0.4168426463718178,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.22170398344183875,0.2729145272467355,1.0,0.0004997501249375312
C2-P0,C2,P0,Trial By Jury,trial by jury,6,31,True,0.5568920212470828,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.29351007888693986,0.3273868097798356,1.0,0.0004997501249375312
C3-P0,C3,P0,Buying A Car,buying a car,2,34,False,0.34190683210890827,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.13526205357507948,0.2832728821566214,1.0,0.004997501249375313
C3-P0,C3,P0,Capital Punishment,capital punishment,2,32,False,0.48207135357394726,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.2896884826318314,0.2818209948324582,1.0,0.0004997501249375312
C3-P0,C3,P0,Care Of The Elderly,care of the elderly,5,28,True,0.4239753090798778,0.24218862559234747,0.194573812333379,0.2921885055178295,0.18178668348753033,0.3131175772213094,1.0,0.0004997501249375312
C3-P0,C3,P0,Child Care,child care,2,28,False,0.3767781881351284,0.18150468683028292,0.1021717824715046,0.262973242997363,0.1952735013048455,0.25223546774185035,1.0,0.0004997501249375312
C3-P0,C3,P0,Crime,crime,4,27,True,0.5756145065661472,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.3609224342896361,0.2860337423141406,1.0,0.0004997501249375312
C3-P0,C3,P0,Drug Testing,drug testing,2,27,False,0.3934192136171081,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.20443186318503692,0.27271195436873563,1.0,0.0004997501249375312
C3-P0,C3,P0,Family Finance,family finance,5,28,True,0.4361920600088395,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.18577404297213307,0.31253958326743514,1.0,0.0004997501249375312
C3-P0,C3,P0,Job Benefits,job benefits,5,26,True,0.46866790619432575,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.2681894505129189,0.2517635522655035,1.0,0.0004997501249375312
C3-P0,C3,P0,Music,music,2,25,False,0.34525583800785276,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.14253502065049448,0.2865766450218351,1.0,0.0004997501249375312
C3-P0,C3,P0,News Media,news media,4,31,True,0.47883817578483123,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.21827412240908006,0.3356762468742268,1.0,0.0004997501249375312
C3-P0,C3,P0,Recycling,recycling,3,35,True,0.5452656978798668,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.3287591450884412,0.2896303252421456,1.0,0.0004997501249375312
C3-P0,C3,P0,Taxes,taxes,2,26,False,0.36576217948179146,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.17062351655181243,0.2729145272467355,1.0,0.0004997501249375312
C3-P0,C3,P0,Trial By Jury,trial by jury,6,31,True,0.5127103473880235,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.2493284050278805,0.3273868097798356,1.0,0.0004997501249375312
C4-P0,C4,P0,Buying A Car,buying a car,2,34,False,0.3751502853091031,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.16850550677527432,0.2832728821566214,1.0,0.0004997501249375312
C4-P0,C4,P0,Capital Punishment,capital punishment,2,32,False,0.5362656244209464,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.3438827534788305,0.2818209948324582,1.0,0.0004997501249375312
C4-P0,C4,P0,Care Of The Elderly,care of the elderly,5,28,True,0.49246302721179147,0.24218862559234747,0.194573812333379,0.2921885055178295,0.25027440161944403,0.3131175772213094,1.0,0.0004997501249375312
C4-P0,C4,P0,Child Care,child care,2,28,False,0.4091359628299882,0.18150468683028292,0.1021717824715046,0.262973242997363,0.22763127599970528,0.25223546774185035,1.0,0.0004997501249375312
C4-P0,C4,P0,Crime,crime,4,27,True,0.5633250770072867,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.34863300473077563,0.2860337423141406,1.0,0.0004997501249375312
C4-P0,C4,P0,Drug Testing,drug testing,2,27,False,0.36460755372860243,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.17562020329653127,0.27271195436873563,1.0,0.0004997501249375312
C4-P0,C4,P0,Family Finance,family finance,5,28,True,0.4738857718261892,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.22346775478948278,0.31253958326743514,1.0,0.0004997501249375312
C4-P0,C4,P0,Job Benefits,job benefits,5,26,True,0.4853576507510627,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.28487919506965587,0.2517635522655035,1.0,0.0004997501249375312
C4-P0,C4,P0,Music,music,2,25,False,0.5059955584296743,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.303274741072316,0.2865766450218351,1.0,0.0004997501249375312
C4-P0,C4,P0,News Media,news media,4,31,True,0.40831644273606765,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.14775238936031648,0.3356762468742268,1.0,0.0004997501249375312
C4-P0,C4,P0,Recycling,recycling,3,35,True,0.5171762202679412,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.3006696674765156,0.2896303252421456,1.0,0.0004997501249375312
C4-P0,C4,P0,Taxes,taxes,2,26,False,0.14931663201793133,0.19513866292997903,0.10179627271951452,0.2984695850268577,-0.0458220309120477,0.2729145272467355,0.0,0.8235882058970515
C4-P0,C4,P0,Trial By Jury,trial by jury,6,31,True,0.4946286674117329,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.23124672505158994,0.3273868097798356,1.0,0.0004997501249375312
C1-P1,C1,P1,Buying A Car,buying a car,2,34,False,0.37717979611785735,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.17053501758402856,0.2832728821566214,1.0,0.0004997501249375312
C1-P1,C1,P1,Capital Punishment,capital punishment,2,32,False,0.45078932098735414,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.25840645004523827,0.2818209948324582,1.0,0.0004997501249375312
C1-P1,C1,P1,Care Of The Elderly,care of the elderly,5,28,True,0.4459661261649063,0.24218862559234747,0.194573812333379,0.2921885055178295,0.2037775005725588,0.3131175772213094,1.0,0.0004997501249375312
C1-P1,C1,P1,Child Care,child care,2,28,False,0.3571205487134812,0.18150468683028292,0.1021717824715046,0.262973242997363,0.17561586188319828,0.25223546774185035,1.0,0.0004997501249375312
C1-P1,C1,P1,Crime,crime,4,27,True,0.5361038672016408,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.3214117949251297,0.2860337423141406,1.0,0.0004997501249375312
C1-P1,C1,P1,Drug Testing,drug testing,2,27,False,0.43919615039875004,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.2502087999666789,0.27271195436873563,1.0,0.0004997501249375312
C1-P1,C1,P1,Family Finance,family finance,5,28,True,0.4441864184717822,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.1937684014350758,0.31253958326743514,1.0,0.0004997501249375312
C1-P1,C1,P1,Job Benefits,job benefits,5,26,True,0.5217111798001505,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.32123272411874365,0.2517635522655035,1.0,0.0004997501249375312
C1-P1,C1,P1,Music,music,2,25,False,0.46543185573023305,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.2627110383728748,0.2865766450218351,1.0,0.0004997501249375312
C1-P1,C1,P1,News Media,news media,4,31,True,0.5591877491527397,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.29862369577698855,0.3356762468742268,1.0,0.0004997501249375312
C1-P1,C1,P1,Recycling,recycling,3,35,True,0.5833811263688614,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.3668745735774358,0.2896303252421456,1.0,0.0004997501249375312
C1-P1,C1,P1,Taxes,taxes,2,26,False,0.2171340311043346,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.021995368174355573,0.2729145272467355,0.0,0.3243378310844578
C1-P1,C1,P1,Trial By Jury,trial by jury,6,31,True,0.587149559026045,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.3237676166659021,0.3273868097798356,1.0,0.0004997501249375312
C2-P1,C2,P1,Buying A Car,buying a car,2,34,False,0.2676565606135033,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.061011782079674504,0.2832728821566214,0.0,0.09795102448775612
C2-P1,C2,P1,Capital Punishment,capital punishment,2,32,False,0.2626313043175502,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.07024843337543435,0.2818209948324582,0.0,0.09895052473763119
C2-P1,C2,P1,Care Of The Elderly,care of the elderly,5,28,True,0.3619899741294077,0.24218862559234747,0.194573812333379,0.2921885055178295,0.11980134853706023,0.3131175772213094,0.8,0.0004997501249375312
C2-P1,C2,P1,Child Care,child care,2,28,False,0.3447589268358606,0.18150468683028292,0.1021717824715046,0.262973242997363,0.1632542400055777,0.25223546774185035,1.0,0.0004997501249375312
C2-P1,C2,P1,Crime,crime,4,27,True,0.4472441166848579,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.23255204440834681,0.2860337423141406,1.0,0.0004997501249375312
C2-P1,C2,P1,Drug Testing,drug testing,2,27,False,0.3633389574839424,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.17435160705187125,0.27271195436873563,1.0,0.0004997501249375312
C2-P1,C2,P1,Family Finance,family finance,5,28,True,0.4654618713751783,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.2150438543384719,0.31253958326743514,1.0,0.0004997501249375312
C2-P1,C2,P1,Job Benefits,job benefits,5,26,True,0.33910656823518637,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.13862811255377955,0.2517635522655035,1.0,0.0004997501249375312
C2-P1,C2,P1,Music,music,2,25,False,0.2468562303938001,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.044135413036441834,0.2865766450218351,0.0,0.20589705147426288
C2-P1,C2,P1,News Media,news media,4,31,True,0.3538681904149681,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.09330413703921692,0.3356762468742268,0.5,0.0009995002498750624
C2-P1,C2,P1,Recycling,recycling,3,35,True,0.4329577829879812,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.21645123019655557,0.2896303252421456,1.0,0.0004997501249375312
C2-P1,C2,P1,Taxes,taxes,2,26,False,0.2094256310121856,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.014286968082206558,0.2729145272467355,0.0,0.37831084457771114
C2-P1,C2,P1,Trial By Jury,trial by jury,6,31,True,0.46128222525894974,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.1979002828988068,0.3273868097798356,1.0,0.0004997501249375312
C3-P1,C3,P1,Buying A Car,buying a car,2,34,False,0.32085109915564414,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.11420632062181535,0.2832728821566214,1.0,0.011494252873563218
C3-P1,C3,P1,Capital Punishment,capital punishment,2,32,False,0.37729693784198204,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.18491406689986617,0.2818209948324582,1.0,0.0004997501249375312
C3-P1,C3,P1,Care Of The Elderly,care of the elderly,5,28,True,0.5311120594621233,0.24218862559234747,0.194573812333379,0.2921885055178295,0.2889234338697758,0.3131175772213094,1.0,0.0004997501249375312
C3-P1,C3,P1,Child Care,child care,2,28,False,0.35498195772407226,0.18150468683028292,0.1021717824715046,0.262973242997363,0.17347727089378934,0.25223546774185035,1.0,0.0004997501249375312
C3-P1,C3,P1,Crime,crime,4,27,True,0.5235658593303272,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.3088737870538161,0.2860337423141406,1.0,0.0004997501249375312
C3-P1,C3,P1,Drug Testing,drug testing,2,27,False,0.3301071172234241,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.14111976679135296,0.27271195436873563,1.0,0.004497751124437781
C3-P1,C3,P1,Family Finance,family finance,5,28,True,0.48906588978135906,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.23864787274465266,0.31253958326743514,1.0,0.0004997501249375312
C3-P1,C3,P1,Job Benefits,job benefits,5,26,True,0.4990434943892419,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.2985650387078351,0.2517635522655035,1.0,0.0004997501249375312
C3-P1,C3,P1,Music,music,2,25,False,0.3922639836606717,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.18954316630331344,0.2865766450218351,1.0,0.0004997501249375312
C3-P1,C3,P1,News Media,news media,4,31,True,0.5255309695774647,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.26496691620171353,0.3356762468742268,1.0,0.0004997501249375312
C3-P1,C3,P1,Recycling,recycling,3,35,True,0.611261203155124,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.3947546503636984,0.2896303252421456,1.0,0.0004997501249375312
C3-P1,C3,P1,Taxes,taxes,2,26,False,0.3040179443579155,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.10887928142793649,0.2729145272467355,1.0,0.015992003998001
C3-P1,C3,P1,Trial By Jury,trial by jury,6,31,True,0.5980028883107137,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.33462094595057074,0.3273868097798356,1.0,0.0004997501249375312
C4-P1,C4,P1,Buying A Car,buying a car,2,34,False,0.45265825889333466,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.24601348035950588,0.2832728821566214,1.0,0.0004997501249375312
C4-P1,C4,P1,Capital Punishment,capital punishment,2,32,False,0.41654661274692073,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.22416374180480486,0.2818209948324582,1.0,0.0004997501249375312
C4-P1,C4,P1,Care Of The Elderly,care of the elderly,5,28,True,0.5018930951341091,0.24218862559234747,0.194573812333379,0.2921885055178295,0.25970446954176163,0.3131175772213094,1.0,0.0004997501249375312
C4-P1,C4,P1,Child Care,child care,2,28,False,0.3802472850389741,0.18150468683028292,0.1021717824715046,0.262973242997363,0.19874259820869117,0.25223546774185035,1.0,0.0004997501249375312
C4-P1,C4,P1,Crime,crime,4,27,True,0.552561598806107,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.3378695265295959,0.2860337423141406,1.0,0.0004997501249375312
C4-P1,C4,P1,Drug Testing,drug testing,2,27,False,0.46105400711499067,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.2720666566829195,0.27271195436873563,1.0,0.0004997501249375312
C4-P1,C4,P1,Family Finance,family finance,5,28,True,0.5236448490023395,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.27322683196563313,0.31253958326743514,1.0,0.0004997501249375312
C4-P1,C4,P1,Job Benefits,job benefits,5,26,True,0.5446438753405907,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.34416541965918385,0.2517635522655035,1.0,0.0004997501249375312
C4-P1,C4,P1,Music,music,2,25,False,0.33602058039469995,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.13329976303734167,0.2865766450218351,1.0,0.0069965017491254375
C4-P1,C4,P1,News Media,news media,4,31,True,0.4600119182494886,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.19944786487373745,0.3356762468742268,1.0,0.0004997501249375312
C4-P1,C4,P1,Recycling,recycling,3,35,True,0.5171355775300447,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.3006290247386191,0.2896303252421456,1.0,0.0004997501249375312
C4-P1,C4,P1,Taxes,taxes,2,26,False,0.4105074595033902,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.21536879657341115,0.2729145272467355,1.0,0.0004997501249375312
C4-P1,C4,P1,Trial By Jury,trial by jury,6,31,True,0.5301474404936791,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.26676549813353617,0.3273868097798356,1.0,0.0004997501249375312
C1-P2,C1,P2,Buying A Car,buying a car,2,34,False,0.5066309470688688,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.29998616853504,0.2832728821566214,1.0,0.0004997501249375312
C1-P2,C1,P2,Capital Punishment,capital punishment,2,32,False,0.47361306230671674,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.28123019136460087,0.2818209948324582,1.0,0.0004997501249375312
C1-P2,C1,P2,Care Of The Elderly,care of the elderly,5,28,True,0.487578109163518,0.24218862559234747,0.194573812333379,0.2921885055178295,0.24538948357117055,0.3131175772213094,1.0,0.0004997501249375312
C1-P2,C1,P2,Child Care,child care,2,28,False,0.2403684338249742,0.18150468683028292,0.1021717824715046,0.262973242997363,0.05886374699469127,0.25223546774185035,0.0,0.08595702148925537
C1-P2,C1,P2,Crime,crime,4,27,True,0.47377977794573284,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.25908770566922174,0.2860337423141406,1.0,0.0004997501249375312
C1-P2,C1,P2,Drug Testing,drug testing,2,27,False,0.4365458578465947,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.24755850741452357,0.27271195436873563,1.0,0.0004997501249375312
C1-P2,C1,P2,Family Finance,family finance,5,28,True,0.4824371725482213,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.23201915551151492,0.31253958326743514,1.0,0.0004997501249375312
C1-P2,C1,P2,Job Benefits,job benefits,5,26,True,0.5234334571463277,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.3229550014649209,0.2517635522655035,1.0,0.0004997501249375312
C1-P2,C1,P2,Music,music,2,25,False,0.4300046760478603,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.22728385869050202,0.2865766450218351,1.0,0.0004997501249375312
C1-P2,C1,P2,News Media,news media,4,31,True,0.44469560024562454,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.18413154686987337,0.3356762468742268,1.0,0.0004997501249375312
C1-P2,C1,P2,Recycling,recycling,3,35,True,0.6019686709879517,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.3854621181965261,0.2896303252421456,1.0,0.0004997501249375312
C1-P2,C1,P2,Taxes,taxes,2,26,False,0.33806439480109607,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.14292573187111704,0.2729145272467355,1.0,0.010494752623688156
C1-P2,C1,P2,Trial By Jury,trial by jury,6,31,True,0.5068558681868771,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.24347392582673416,0.3273868097798356,1.0,0.0004997501249375312
C2-P2,C2,P2,Buying A Car,buying a car,2,34,False,0.332167921461365,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.1255231429275362,0.2832728821566214,1.0,0.0069965017491254375
C2-P2,C2,P2,Capital Punishment,capital punishment,2,32,False,0.36755404283118387,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.175171171889068,0.2818209948324582,1.0,0.0009995002498750624
C2-P2,C2,P2,Care Of The Elderly,care of the elderly,5,28,True,0.4081052324857105,0.24218862559234747,0.194573812333379,0.2921885055178295,0.16591660689336304,0.3131175772213094,1.0,0.0004997501249375312
C2-P2,C2,P2,Child Care,child care,2,28,False,0.2830508197105376,0.18150468683028292,0.1021717824715046,0.262973242997363,0.10154613288025466,0.25223546774185035,1.0,0.010494752623688156
C2-P2,C2,P2,Crime,crime,4,27,True,0.41034066205899467,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.19564858978248356,0.2860337423141406,1.0,0.0004997501249375312
C2-P2,C2,P2,Drug Testing,drug testing,2,27,False,0.24912875335467866,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.0601414029226075,0.27271195436873563,0.0,0.11894052973513243
C2-P2,C2,P2,Family Finance,family finance,5,28,True,0.4246247890046669,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.17420677196796047,0.31253958326743514,1.0,0.0004997501249375312
C2-P2,C2,P2,Job Benefits,job benefits,5,26,True,0.3419319765425415,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.14145352086113466,0.2517635522655035,1.0,0.0004997501249375312
C2-P2,C2,P2,Music,music,2,25,False,0.32487873614743457,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.12215791879007629,0.2865766450218351,1.0,0.015492253873063468
C2-P2,C2,P2,News Media,news media,4,31,True,0.35496752241572405,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.09440346903997288,0.3356762468742268,0.5,0.0009995002498750624
C2-P2,C2,P2,Recycling,recycling,3,35,True,0.32744022291067343,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.11093367011924779,0.2896303252421456,0.6666666666666666,0.0029985007496251873
C2-P2,C2,P2,Taxes,taxes,2,26,False,0.2222203526118558,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.02708168968187677,0.2729145272467355,0.0,0.29735132433783107
C2-P2,C2,P2,Trial By Jury,trial by jury,6,31,True,0.39245114223042643,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.12906919987028348,0.3273868097798356,1.0,0.0004997501249375312
C3-P2,C3,P2,Buying A Car,buying a car,2,34,False,0.3763170161857674,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.16967223765193862,0.2832728821566214,1.0,0.0004997501249375312
C3-P2,C3,P2,Capital Punishment,capital punishment,2,32,False,0.5317974101435841,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.3394145392014682,0.2818209948324582,1.0,0.0004997501249375312
C3-P2,C3,P2,Care Of The Elderly,care of the elderly,5,28,True,0.49230208671227144,0.24218862559234747,0.194573812333379,0.2921885055178295,0.25011346111992394,0.3131175772213094,1.0,0.0004997501249375312
C3-P2,C3,P2,Child Care,child care,2,28,False,0.17675323602446225,0.18150468683028292,0.1021717824715046,0.262973242997363,-0.004751450805820678,0.25223546774185035,0.0,0.4987506246876562
C3-P2,C3,P2,Crime,crime,4,27,True,0.5508453249702943,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.33615325269378316,0.2860337423141406,1.0,0.0004997501249375312
C3-P2,C3,P2,Drug Testing,drug testing,2,27,False,0.5483744472580605,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.35938709682598935,0.27271195436873563,1.0,0.0004997501249375312
C3-P2,C3,P2,Family Finance,family finance,5,28,True,0.5180453235950254,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.267627306558319,0.31253958326743514,1.0,0.0004997501249375312
C3-P2,C3,P2,Job Benefits,job benefits,5,26,True,0.5240553559351184,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.3235769002537116,0.2517635522655035,1.0,0.0004997501249375312
C3-P2,C3,P2,Music,music,2,25,False,0.37892279534361617,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.1762019779862579,0.2865766450218351,1.0,0.0004997501249375312
C3-P2,C3,P2,News Media,news media,4,31,True,0.45960807512919116,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.19904402175344,0.3356762468742268,1.0,0.0004997501249375312
C3-P2,C3,P2,Recycling,recycling,3,35,True,0.5289560422821714,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.3124494894907458,0.2896303252421456,1.0,0.0004997501249375312
C3-P2,C3,P2,Taxes,taxes,2,26,False,0.2956347548584115,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.10049609192843248,0.2729145272467355,1.0,0.02948525737131434
