source,condition,architecture,prompt_level,topic,topic_key,conversation_a,conversation_b,route_similarity,route_distance,alignment_path
SB,SB,SB,SB,Air Pollution,air pollution,2094,4771,0.17890385716884416,0.8210961428311558,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2094,4940,0.13419770250615892,0.8658022974938411,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,2190,0.14284408165114293,0.8571559183488571,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,2262,0.1618965259401477,0.8381034740598523,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,2293,0.2254832626972183,0.7745167373027817,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,2648,0.16320201665888567,0.8367979833411143,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,2752,0.19367103633408222,0.8063289636659178,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,2938,0.14808523180358235,0.8519147681964176,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,2998,0.18016066455933588,0.8198393354406641,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3063,0.1606495866798897,0.8393504133201103,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3148,0.1593190122662801,0.8406809877337199,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3244,0.23192105285155473,0.7680789471484453,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3255,0.2381203016112733,0.7618796983887267,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3406,0.2592672351771824,0.7407327648228176,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3574,0.22871297415561087,0.7712870258443891,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3694,0.2638336683179303,0.7361663316820697,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3797,0.1737417239476683,0.8262582760523317,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,3887,0.21118114999224247,0.7888188500077575,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,4051,0.13949994018126244,0.8605000598187376,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,4114,0.16136073093847125,0.8386392690615287,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,4382,0.14759215403237214,0.8524078459676279,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,4771,0.21045798228449397,0.789542017715506,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2121,4940,0.172219341317437,0.827780658682563,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,2262,0.05551793821078255,0.9444820617892175,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,2293,0.11343301408592188,0.8865669859140781,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,2648,0.12280299504307157,0.8771970049569284,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,2752,0.0945419269966824,0.9054580730033176,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,2938,0.17828461030042575,0.8217153896995743,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,2998,0.10945539775832114,0.8905446022416789,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3063,0.12055088566984828,0.8794491143301517,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3148,0.10351287154729161,0.8964871284527084,"[[0,0],[1,1],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3244,0.1435961049812079,0.8564038950187921,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3255,0.12378158191797295,0.876218418082027,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3406,0.13212702665904175,0.8678729733409583,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3574,0.1430234543374298,0.8569765456625702,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3694,0.15791999642763055,0.8420800035723695,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3797,0.22513319487961936,0.7748668051203806,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,3887,0.15141989493965968,0.8485801050603403,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,4051,0.16120804024066615,0.8387919597593338,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,4114,0.147913073642847,0.852086926357153,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,4382,0.14466368805628704,0.855336311943713,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,4771,0.13149236863263902,0.868507631367361,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2190,4940,0.12836701322475552,0.8716329867752445,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,2293,0.2620711332702357,0.7379288667297643,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,2648,0.1664539187402434,0.8335460812597566,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,2752,0.17979938482613367,0.8202006151738663,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,2938,0.1511738383478528,0.8488261616521472,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,2998,0.15341196940325008,0.8465880305967499,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3063,0.08915040358178095,0.910849596418219,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3148,0.1772567278097983,0.8227432721902017,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3244,0.19855592840587233,0.8014440715941277,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3255,0.1774101244065035,0.8225898755934965,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3406,0.17524844175146925,0.8247515582485307,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3574,0.16183730195631907,0.8381626980436809,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3694,0.15020790445810994,0.8497920955418901,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3797,0.18545215579158758,0.8145478442084124,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3887,0.22040508249507285,0.7795949175049272,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4051,0.15022353490422669,0.8497764650957733,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4114,0.16498573360531255,0.8350142663946875,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4382,0.10775046442588221,0.8922495355741178,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4771,0.18402253182240724,0.8159774681775928,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4940,0.13024615792153027,0.8697538420784697,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,2648,0.20091168715447794,0.7990883128455221,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,2752,0.25748039805175704,0.742519601948243,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,2938,0.1450882280298802,0.8549117719701198,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,2998,0.18350809473955132,0.8164919052604487,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3063,0.1869829332815488,0.8130170667184512,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3148,0.16308392670821137,0.8369160732917886,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3244,0.11246948978661409,0.8875305102133859,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3255,0.22822991443727558,0.7717700855627244,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3406,0.1622416043634226,0.8377583956365774,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3574,0.16214308184782444,0.8378569181521756,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3694,0.19968493495128603,0.800315065048714,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3797,0.16991928821182456,0.8300807117881754,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3887,0.14756165200251603,0.852438347997484,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4051,0.21866030359819377,0.7813396964018062,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4114,0.1653810528534635,0.8346189471465365,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4382,0.1646070695471048,0.8353929304528952,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4771,0.22294130382938304,0.777058696170617,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4940,0.19166279195507585,0.8083372080449241,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,2752,0.17333272917899656,0.8266672708210034,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,2938,0.11142514222340483,0.8885748577765952,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,2998,0.09909269148582722,0.9009073085141728,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3063,0.17302961117195814,0.8269703888280419,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3148,0.1518859187256656,0.8481140812743344,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3244,0.12897819762062535,0.8710218023793747,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3255,0.13618394862829308,0.8638160513717069,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3406,0.18177974264417585,0.8182202573558242,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3574,0.14864126366033903,0.851358736339661,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3694,0.1829173003272927,0.8170826996727073,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3797,0.11654550394456886,0.8834544960554311,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3887,0.18753631047865638,0.8124636895213436,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4051,0.16707267239940637,0.8329273276005936,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4114,0.1287486435868761,0.8712513564131239,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4382,0.13351258448292658,0.8664874155170734,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4771,0.20342995330798352,0.7965700466920165,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4940,0.11797247213193218,0.8820275278680678,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,2938,0.14543451099520643,0.8545654890047936,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,2998,0.17145931879815057,0.8285406812018494,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3063,0.2094927400699338,0.7905072599300662,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3148,0.16378540791322216,0.8362145920867778,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3244,0.16851336622881996,0.83148663377118,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3255,0.16752242051436605,0.832477579485634,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3406,0.18953008577723696,0.810469914222763,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3574,0.1869134836160371,0.8130865163839629,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3694,0.19134353973099216,0.8086564602690078,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
