condition,architecture,prompt_level,topic,topic_key,n_generated,n_human_pool,primary_eligible,generated_route_reuse,human_pool_matched_reuse,human_subsample_mean_q025,human_subsample_mean_q975,excess_route_reuse,human_subsample_nearest_p95,generated_above_human_nearest_p95_rate,human_subsample_upper_tail_fraction
C2-P0,C2,P0,Music,music,2,25,False,0.3784726586702025,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.1610435351794594,0.30575528023547804,1.0,0.0004997501249375312
C2-P0,C2,P0,News Media,news media,4,31,True,0.45237421158088453,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.20976483154160808,0.31870660998647304,1.0,0.0004997501249375312
C2-P0,C2,P0,Recycling,recycling,3,35,True,0.5576629756278655,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.34018684042816966,0.2932721699020787,1.0,0.0004997501249375312
C2-P0,C2,P0,Taxes,taxes,2,26,False,0.38128127045251026,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.17283961464099792,0.2888392520862578,1.0,0.0004997501249375312
C2-P0,C2,P0,Trial By Jury,trial by jury,6,31,True,0.5130784297093357,0.25625486661021235,0.2096754854042313,0.301411847785403,0.25682356309912335,0.3216103872822931,1.0,0.0004997501249375312
C3-P0,C3,P0,Buying A Car,buying a car,2,34,False,0.30359421041657164,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.09885290125251647,0.28064077504492047,1.0,0.01699150424787606
C3-P0,C3,P0,Capital Punishment,capital punishment,2,32,False,0.4770444478337781,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.2890687717633156,0.27771647436362906,1.0,0.0004997501249375312
C3-P0,C3,P0,Care Of The Elderly,care of the elderly,5,28,True,0.4111604010349227,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.17884878183403252,0.2828564823069304,1.0,0.0004997501249375312
C3-P0,C3,P0,Child Care,child care,2,28,False,0.32073621579650435,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.13793454128826868,0.24803175969911873,1.0,0.0004997501249375312
C3-P0,C3,P0,Crime,crime,4,27,True,0.5113244342867098,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.2930606994674696,0.2945057345104226,1.0,0.0004997501249375312
C3-P0,C3,P0,Drug Testing,drug testing,2,27,False,0.3465545208557429,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.15905357056578798,0.26847342044934186,1.0,0.0014992503748125937
C3-P0,C3,P0,Family Finance,family finance,5,28,True,0.43109455351401305,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.1740631655856804,0.31503129585115286,1.0,0.0004997501249375312
C3-P0,C3,P0,Job Benefits,job benefits,5,26,True,0.43692263591503566,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.23130969115702235,0.2660297159633672,1.0,0.0004997501249375312
C3-P0,C3,P0,Music,music,2,25,False,0.34089030949865706,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.12346118600791395,0.30575528023547804,1.0,0.01199400299850075
C3-P0,C3,P0,News Media,news media,4,31,True,0.42571740167367456,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.1831080216343981,0.31870660998647304,1.0,0.0004997501249375312
C3-P0,C3,P0,Recycling,recycling,3,35,True,0.5395870566238276,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.3221109214241317,0.2932721699020787,1.0,0.0004997501249375312
C3-P0,C3,P0,Taxes,taxes,2,26,False,0.32410966890316106,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.11566801309164873,0.2888392520862578,1.0,0.006496751624187906
C3-P0,C3,P0,Trial By Jury,trial by jury,6,31,True,0.4661895175697019,0.25625486661021235,0.2096754854042313,0.301411847785403,0.20993465095948954,0.3216103872822931,1.0,0.0004997501249375312
C4-P0,C4,P0,Buying A Car,buying a car,2,34,False,0.30765500657292355,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.10291369740886838,0.28064077504492047,1.0,0.012993503248375811
C4-P0,C4,P0,Capital Punishment,capital punishment,2,32,False,0.5002074946373867,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.31223181856692417,0.27771647436362906,1.0,0.0004997501249375312
C4-P0,C4,P0,Care Of The Elderly,care of the elderly,5,28,True,0.4827473576438175,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.2504357384429273,0.2828564823069304,1.0,0.0004997501249375312
C4-P0,C4,P0,Child Care,child care,2,28,False,0.37377762244583235,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.19097594793759667,0.24803175969911873,1.0,0.0004997501249375312
C4-P0,C4,P0,Crime,crime,4,27,True,0.48197809574570305,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.26371436092646283,0.2945057345104226,1.0,0.0004997501249375312
C4-P0,C4,P0,Drug Testing,drug testing,2,27,False,0.29817919985578034,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.11067824956582542,0.26847342044934186,1.0,0.02148925537231384
C4-P0,C4,P0,Family Finance,family finance,5,28,True,0.4634245788405843,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.20639319091225167,0.31503129585115286,1.0,0.0004997501249375312
C4-P0,C4,P0,Job Benefits,job benefits,5,26,True,0.4382930391958311,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.2326800944378178,0.2660297159633672,1.0,0.0004997501249375312
C4-P0,C4,P0,Music,music,2,25,False,0.48539124576946246,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.26796212227871935,0.30575528023547804,1.0,0.0004997501249375312
C4-P0,C4,P0,News Media,news media,4,31,True,0.4154642040029343,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.17285482396365787,0.31870660998647304,1.0,0.0004997501249375312
C4-P0,C4,P0,Recycling,recycling,3,35,True,0.5141668953574464,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.2966907601577506,0.2932721699020787,1.0,0.0004997501249375312
C4-P0,C4,P0,Taxes,taxes,2,26,False,0.16425416333962994,0.20844165581151233,0.10743530166968074,0.3136433859884644,-0.04418749247188239,0.2888392520862578,0.0,0.8035982008995503
C4-P0,C4,P0,Trial By Jury,trial by jury,6,31,True,0.46058954193416907,0.25625486661021235,0.2096754854042313,0.301411847785403,0.20433467532395672,0.3216103872822931,1.0,0.0004997501249375312
C1-P1,C1,P1,Buying A Car,buying a car,2,34,False,0.3950940393225236,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.19035273015846846,0.28064077504492047,1.0,0.0004997501249375312
C1-P1,C1,P1,Capital Punishment,capital punishment,2,32,False,0.4135329263105042,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.22555725024004167,0.27771647436362906,1.0,0.0004997501249375312
C1-P1,C1,P1,Care Of The Elderly,care of the elderly,5,28,True,0.4259288318823263,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.1936172126814361,0.2828564823069304,1.0,0.0004997501249375312
C1-P1,C1,P1,Child Care,child care,2,28,False,0.25898765098282406,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.07618597647458838,0.24803175969911873,1.0,0.025987006496751622
C1-P1,C1,P1,Crime,crime,4,27,True,0.5050578541627364,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.2867941193434962,0.2945057345104226,1.0,0.0004997501249375312
C1-P1,C1,P1,Drug Testing,drug testing,2,27,False,0.39830402296101386,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.21080307267105894,0.26847342044934186,1.0,0.0004997501249375312
C1-P1,C1,P1,Family Finance,family finance,5,28,True,0.43715485394090603,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.1801234660125734,0.31503129585115286,1.0,0.0004997501249375312
C1-P1,C1,P1,Job Benefits,job benefits,5,26,True,0.5009688567911813,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.295355912033168,0.2660297159633672,1.0,0.0004997501249375312
C1-P1,C1,P1,Music,music,2,25,False,0.46676391685280627,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.24933479336206316,0.30575528023547804,1.0,0.0004997501249375312
C1-P1,C1,P1,News Media,news media,4,31,True,0.5384663231475704,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.2958569431082939,0.31870660998647304,1.0,0.0004997501249375312
C1-P1,C1,P1,Recycling,recycling,3,35,True,0.5538968550900046,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.3364207198903088,0.2932721699020787,1.0,0.0004997501249375312
C1-P1,C1,P1,Taxes,taxes,2,26,False,0.23831999913426638,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.029878343322754047,0.2888392520862578,0.0,0.255872063968016
C1-P1,C1,P1,Trial By Jury,trial by jury,6,31,True,0.5302057958259924,0.25625486661021235,0.2096754854042313,0.301411847785403,0.27395092921578,0.3216103872822931,1.0,0.0004997501249375312
C2-P1,C2,P1,Buying A Car,buying a car,2,34,False,0.29744186083664814,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.09270055167259297,0.28064077504492047,1.0,0.02348825587206397
C2-P1,C2,P1,Capital Punishment,capital punishment,2,32,False,0.23126478264723027,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.04328910657676774,0.27771647436362906,0.0,0.1839080459770115
C2-P1,C2,P1,Care Of The Elderly,care of the elderly,5,28,True,0.36121902353922,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.1289074043383298,0.2828564823069304,1.0,0.0004997501249375312
C2-P1,C2,P1,Child Care,child care,2,28,False,0.2709164284438551,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.08811475393561943,0.24803175969911873,1.0,0.017991004497751123
C2-P1,C2,P1,Crime,crime,4,27,True,0.3741753259822265,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.15591159116298628,0.2945057345104226,1.0,0.0004997501249375312
C2-P1,C2,P1,Drug Testing,drug testing,2,27,False,0.34754998729514364,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.16004903700518872,0.26847342044934186,1.0,0.0014992503748125937
C2-P1,C2,P1,Family Finance,family finance,5,28,True,0.4624322043983108,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.20540081646997815,0.31503129585115286,1.0,0.0004997501249375312
C2-P1,C2,P1,Job Benefits,job benefits,5,26,True,0.3068516675338452,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.10123872277583187,0.2660297159633672,1.0,0.0004997501249375312
C2-P1,C2,P1,Music,music,2,25,False,0.23025332515493635,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.012824201664193235,0.30575528023547804,0.0,0.40679660169915044
C2-P1,C2,P1,News Media,news media,4,31,True,0.3590522583455876,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.11644287830631117,0.31870660998647304,1.0,0.0004997501249375312
C2-P1,C2,P1,Recycling,recycling,3,35,True,0.41169308487383827,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.19421694967414244,0.2932721699020787,1.0,0.0004997501249375312
C2-P1,C2,P1,Taxes,taxes,2,26,False,0.2083249626645216,0.20844165581151233,0.10743530166968074,0.3136433859884644,-0.00011669314699072619,0.2888392520862578,0.0,0.49025487256371814
C2-P1,C2,P1,Trial By Jury,trial by jury,6,31,True,0.4187602687405043,0.25625486661021235,0.2096754854042313,0.301411847785403,0.16250540213029196,0.3216103872822931,1.0,0.0004997501249375312
C3-P1,C3,P1,Buying A Car,buying a car,2,34,False,0.2744720223389536,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.06973071317489846,0.28064077504492047,0.0,0.06296851574212893
C3-P1,C3,P1,Capital Punishment,capital punishment,2,32,False,0.3133497367181246,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.12537406064766207,0.27771647436362906,1.0,0.004997501249375313
C3-P1,C3,P1,Care Of The Elderly,care of the elderly,5,28,True,0.5197694054389979,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.2874577862381077,0.2828564823069304,1.0,0.0004997501249375312
C3-P1,C3,P1,Child Care,child care,2,28,False,0.34739390838936146,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.1645922338811258,0.24803175969911873,1.0,0.0004997501249375312
C3-P1,C3,P1,Crime,crime,4,27,True,0.45938117481467655,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.2411174399954363,0.2945057345104226,1.0,0.0004997501249375312
C3-P1,C3,P1,Drug Testing,drug testing,2,27,False,0.3149778828317059,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.127476932541751,0.26847342044934186,1.0,0.004497751124437781
C3-P1,C3,P1,Family Finance,family finance,5,28,True,0.47745877726182473,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.2204273893334921,0.31503129585115286,1.0,0.0004997501249375312
C3-P1,C3,P1,Job Benefits,job benefits,5,26,True,0.47742300579702057,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.2718100610390073,0.2660297159633672,1.0,0.0004997501249375312
C3-P1,C3,P1,Music,music,2,25,False,0.37630938959151616,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.15888026610077305,0.30575528023547804,1.0,0.0004997501249375312
C3-P1,C3,P1,News Media,news media,4,31,True,0.5056379964635324,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.2630286164242559,0.31870660998647304,1.0,0.0004997501249375312
C3-P1,C3,P1,Recycling,recycling,3,35,True,0.5592895603110651,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.3418134251113693,0.2932721699020787,1.0,0.0004997501249375312
C3-P1,C3,P1,Taxes,taxes,2,26,False,0.30829752899491547,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.09985587318340314,0.2888392520862578,1.0,0.02948525737131434
C3-P1,C3,P1,Trial By Jury,trial by jury,6,31,True,0.5517812711761393,0.25625486661021235,0.2096754854042313,0.301411847785403,0.29552640456592694,0.3216103872822931,1.0,0.0004997501249375312
C4-P1,C4,P1,Buying A Car,buying a car,2,34,False,0.41530700964089917,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.210565700476844,0.28064077504492047,1.0,0.0004997501249375312
C4-P1,C4,P1,Capital Punishment,capital punishment,2,32,False,0.34100413341124647,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.15302845734078394,0.27771647436362906,1.0,0.0024987506246876563
C4-P1,C4,P1,Care Of The Elderly,care of the elderly,5,28,True,0.47352129818741695,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.2412096789865268,0.2828564823069304,1.0,0.0004997501249375312
C4-P1,C4,P1,Child Care,child care,2,28,False,0.36078580785669634,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.17798413334846067,0.24803175969911873,1.0,0.0004997501249375312
C4-P1,C4,P1,Crime,crime,4,27,True,0.5158888550683833,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.2976251202491431,0.2945057345104226,1.0,0.0004997501249375312
C4-P1,C4,P1,Drug Testing,drug testing,2,27,False,0.4369756269084828,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.24947467661852787,0.26847342044934186,1.0,0.0004997501249375312
C4-P1,C4,P1,Family Finance,family finance,5,28,True,0.48688036943847257,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.22984898151013994,0.31503129585115286,1.0,0.0004997501249375312
C4-P1,C4,P1,Job Benefits,job benefits,5,26,True,0.5248810283885987,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.31926808363058545,0.2660297159633672,1.0,0.0004997501249375312
C4-P1,C4,P1,Music,music,2,25,False,0.3300063676715824,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.11257724418083931,0.30575528023547804,1.0,0.014992503748125937
C4-P1,C4,P1,News Media,news media,4,31,True,0.4311499233436096,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.18854054330433312,0.31870660998647304,1.0,0.0004997501249375312
C4-P1,C4,P1,Recycling,recycling,3,35,True,0.5162722597604888,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.298796124560793,0.2932721699020787,1.0,0.0004997501249375312
C4-P1,C4,P1,Taxes,taxes,2,26,False,0.3437536620565045,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.13531200624499215,0.2888392520862578,1.0,0.0004997501249375312
C4-P1,C4,P1,Trial By Jury,trial by jury,6,31,True,0.4783055879452341,0.25625486661021235,0.2096754854042313,0.301411847785403,0.22205072133502174,0.3216103872822931,1.0,0.0004997501249375312
C1-P2,C1,P2,Buying A Car,buying a car,2,34,False,0.4551995800614934,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.2504582708974382,0.28064077504492047,1.0,0.0004997501249375312
C1-P2,C1,P2,Capital Punishment,capital punishment,2,32,False,0.44909924771615106,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.26112357164568856,0.27771647436362906,1.0,0.0004997501249375312
C1-P2,C1,P2,Care Of The Elderly,care of the elderly,5,28,True,0.4831543315299639,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.25084271232907374,0.2828564823069304,1.0,0.0004997501249375312
C1-P2,C1,P2,Child Care,child care,2,28,False,0.23723443698433244,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.05443276247609677,0.24803175969911873,0.0,0.08345827086456771
C1-P2,C1,P2,Crime,crime,4,27,True,0.4486782077479154,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.23041447292867515,0.2945057345104226,1.0,0.0004997501249375312
C1-P2,C1,P2,Drug Testing,drug testing,2,27,False,0.39663848280225744,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.20913753251230252,0.26847342044934186,1.0,0.0004997501249375312
C1-P2,C1,P2,Family Finance,family finance,5,28,True,0.45571740924475046,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.19868602131641783,0.31503129585115286,1.0,0.0004997501249375312
C1-P2,C1,P2,Job Benefits,job benefits,5,26,True,0.4918251694581947,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.2862122247001814,0.2660297159633672,1.0,0.0004997501249375312
C1-P2,C1,P2,Music,music,2,25,False,0.4316085793376977,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.21417945584695458,0.30575528023547804,1.0,0.0004997501249375312
C1-P2,C1,P2,News Media,news media,4,31,True,0.44614690609049057,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.2035375260512141,0.31870660998647304,1.0,0.0004997501249375312
C1-P2,C1,P2,Recycling,recycling,3,35,True,0.5831996594521681,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.3657235242524723,0.2932721699020787,1.0,0.0004997501249375312
C1-P2,C1,P2,Taxes,taxes,2,26,False,0.32464292112926396,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.11620126531775163,0.2888392520862578,1.0,0.006496751624187906
C1-P2,C1,P2,Trial By Jury,trial by jury,6,31,True,0.4807947730302333,0.25625486661021235,0.2096754854042313,0.301411847785403,0.22453990642002097,0.3216103872822931,1.0,0.0004997501249375312
C2-P2,C2,P2,Buying A Car,buying a car,2,34,False,0.3385714420973911,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.13383013293333593,0.28064077504492047,1.0,0.004997501249375313
C2-P2,C2,P2,Capital Punishment,capital punishment,2,32,False,0.3559654862915086,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.16798981022104606,0.27771647436362906,1.0,0.0004997501249375312
C2-P2,C2,P2,Care Of The Elderly,care of the elderly,5,28,True,0.3817721416378436,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.14946052243695346,0.2828564823069304,1.0,0.0004997501249375312
C2-P2,C2,P2,Child Care,child care,2,28,False,0.27804390127041256,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.09524222676217689,0.24803175969911873,1.0,0.015492253873063468
C2-P2,C2,P2,Crime,crime,4,27,True,0.3605026091681986,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.14223887434895835,0.2945057345104226,1.0,0.0004997501249375312
C2-P2,C2,P2,Drug Testing,drug testing,2,27,False,0.19333405803870085,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.00583310774874593,0.26847342044934186,0.0,0.4387806096951524
C2-P2,C2,P2,Family Finance,family finance,5,28,True,0.42648339239098476,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.16945200446265213,0.31503129585115286,1.0,0.0004997501249375312
C2-P2,C2,P2,Job Benefits,job benefits,5,26,True,0.32565555729294865,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.12004261253493534,0.2660297159633672,1.0,0.0004997501249375312
C2-P2,C2,P2,Music,music,2,25,False,0.28885232768252445,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.07142320419178133,0.30575528023547804,0.0,0.10044977511244378
C2-P2,C2,P2,News Media,news media,4,31,True,0.3233545964420406,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.08074521640276416,0.31870660998647304,0.5,0.0069965017491254375
C2-P2,C2,P2,Recycling,recycling,3,35,True,0.29413371959300955,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.07665758439331372,0.2932721699020787,0.6666666666666666,0.019490254872563718
C2-P2,C2,P2,Taxes,taxes,2,26,False,0.23605136807070326,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.027609712259190927,0.2888392520862578,0.0,0.27136431784107945
C2-P2,C2,P2,Trial By Jury,trial by jury,6,31,True,0.3774319212422432,0.25625486661021235,0.2096754854042313,0.301411847785403,0.12117705463203082,0.3216103872822931,1.0,0.0004997501249375312
C3-P2,C3,P2,Buying A Car,buying a car,2,34,False,0.3374052087732986,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.13266389960924344,0.28064077504492047,1.0,0.004997501249375313
C3-P2,C3,P2,Capital Punishment,capital punishment,2,32,False,0.5039863383144848,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.3160106622440223,0.27771647436362906,1.0,0.0004997501249375312
C3-P2,C3,P2,Care Of The Elderly,care of the elderly,5,28,True,0.4949768799751463,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.2626652607742561,0.2828564823069304,1.0,0.0004997501249375312
C3-P2,C3,P2,Child Care,child care,2,28,False,0.12006939072350786,0.18280167450823567,0.10570672094941702,0.2594737338430566,-0.06273228378472781,0.24803175969911873,0.0,0.9475262368815592
C3-P2,C3,P2,Crime,crime,4,27,True,0.5533142264210842,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.33505049160184397,0.2945057345104226,1.0,0.0004997501249375312
C3-P2,C3,P2,Drug Testing,drug testing,2,27,False,0.5168544792605969,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.32935352897064196,0.26847342044934186,1.0,0.0004997501249375312
C3-P2,C3,P2,Family Finance,family finance,5,28,True,0.4929237336005269,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.23589234567219425,0.31503129585115286,1.0,0.0004997501249375312
C3-P2,C3,P2,Job Benefits,job benefits,5,26,True,0.48835659463536885,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.28274364987735556,0.2660297159633672,1.0,0.0004997501249375312
C3-P2,C3,P2,Music,music,2,25,False,0.36142124095091366,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.14399211746017054,0.30575528023547804,1.0,0.0004997501249375312
C3-P2,C3,P2,News Media,news media,4,31,True,0.4435284859849025,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.20091910594562606,0.31870660998647304,1.0,0.0004997501249375312
C3-P2,C3,P2,Recycling,recycling,3,35,True,0.5245159382003036,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.3070398030006078,0.2932721699020787,1.0,0.0004997501249375312
C3-P2,C3,P2,Taxes,taxes,2,26,False,0.28381791636743536,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.07537626055592303,0.2888392520862578,0.0,0.05897051474262868
