prompt_level,left_condition,right_condition,left_architecture,right_architecture,topic,topic_key,n_left,n_right,n_matched_inputs,n_unmatched_pairs,primary_eligible,mean_same_input_route_similarity,mean_different_input_route_similarity,architecture_route_displacement,same_input_similarity_advantage,analysis_role,c4_also_changes_second_model
P0,C1-P0,C2-P0,C1,C2,Trial By Jury,trial by jury,6,6,6,30,True,0.3804599527008286,0.3601453860090208,0.6195400472991714,0.02031456669180781,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Buying A Car,buying a car,2,2,2,2,False,0.3303300464984826,0.35097857045714836,0.6696699535015174,-0.020648523958665788,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.44434731888826917,0.4462435377172732,0.5556526811117308,-0.0018962188290040372,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.35948195139635375,0.3362271525356343,0.6405180486036463,0.02325479886071946,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Child Care,child care,2,2,2,2,False,0.2794907235024259,0.2698427854904914,0.7205092764975741,0.009647938011934476,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Crime,crime,4,4,4,12,True,0.366330168238995,0.39226750181650644,0.633669831761005,-0.025937333577511434,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Drug Testing,drug testing,2,2,2,2,False,0.3905015884619883,0.3353998975384406,0.6094984115380118,0.05510169092354772,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Family Finance,family finance,5,5,5,20,True,0.3500767593850943,0.37539643680559565,0.6499232406149057,-0.02531967742050134,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Job Benefits,job benefits,5,5,5,20,True,0.3067542879551578,0.31065892792612226,0.6932457120448422,-0.003904639970964463,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Music,music,2,2,2,2,False,0.31617157819855113,0.36256439763734344,0.6838284218014489,-0.04639281943879231,exploratory,False
P0,C1-P0,C3-P0,C1,C3,News Media,news media,4,4,4,12,True,0.40533053959327126,0.34744184506345266,0.5946694604067287,0.057888694529818596,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Recycling,recycling,3,3,3,6,True,0.44093397203476764,0.42341417520561686,0.5590660279652324,0.01751979682915078,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Taxes,taxes,2,2,2,2,False,0.15767932312620947,0.14231299979027223,0.8423206768737905,0.015366323335937238,exploratory,False
P0,C1-P0,C3-P0,C1,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.3584149284502154,0.36966273640558556,0.6415850715497846,-0.01124780795537017,exploratory,False
P0,C1-P0,C4-P0,C1,C4,Buying A Car,buying a car,2,2,2,2,False,0.3810449530166409,0.38952775914855786,0.6189550469833591,-0.008482806131916987,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.40575297179612135,0.4139838130152361,0.5942470282038786,-0.00823084121911477,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.3704127482270586,0.36912324140592134,0.6295872517729414,0.0012895068211372651,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Child Care,child care,2,2,2,2,False,0.27680644822999023,0.25142844895571187,0.7231935517700098,0.025377999274278362,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Crime,crime,4,4,4,12,True,0.3929632363666211,0.3713080962196558,0.6070367636333789,0.02165514014696529,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Drug Testing,drug testing,2,2,2,2,False,0.39680291726901984,0.3992593310149387,0.6031970827309802,-0.002456413745918873,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Family Finance,family finance,5,5,5,20,True,0.3682684953822051,0.3704354915173647,0.6317315046177949,-0.002166996135159638,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Job Benefits,job benefits,5,5,5,20,True,0.29920323818694666,0.2935402003128488,0.7007967618130533,0.005663037874097887,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Music,music,2,2,2,2,False,0.4286630693810095,0.4048331408001014,0.5713369306189905,0.0238299285809081,exploratory,True
P0,C1-P0,C4-P0,C1,C4,News Media,news media,4,4,4,12,True,0.34739847732516815,0.3576144972991449,0.6526015226748318,-0.010216019973976753,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Recycling,recycling,3,3,3,6,True,0.45832636752810635,0.43838027673056357,0.5416736324718936,0.01994609079754278,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Taxes,taxes,2,2,2,2,False,0.10033590659788472,0.1622752910933391,0.8996640934021153,-0.061939384495454386,exploratory,True
P0,C1-P0,C4-P0,C1,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.3686194814952553,0.33611066103085663,0.6313805185047447,0.03250882046439868,exploratory,True
P0,C2-P0,C3-P0,C2,C3,Buying A Car,buying a car,2,2,2,2,False,0.2987686155774269,0.3911341433383032,0.701231384422573,-0.09236552776087631,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.4222226641571367,0.41781772721427785,0.5777773358428633,0.0044049369428588725,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.3182154137864994,0.3140429686689603,0.6817845862135006,0.004172445117539114,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Child Care,child care,2,2,2,2,False,0.3835154063480937,0.3579564477451212,0.6164845936519063,0.025558958602972526,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Crime,crime,4,4,4,12,True,0.44182824904870754,0.41284217846898263,0.5581717509512925,0.02898607057972491,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Drug Testing,drug testing,2,2,2,2,False,0.2922477846488181,0.30289517789441145,0.7077522153511819,-0.010647393245593328,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Family Finance,family finance,5,5,5,20,True,0.34787179557981174,0.34701132579325505,0.6521282044201883,0.0008604697865566835,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Job Benefits,job benefits,5,5,5,20,True,0.3724737734910807,0.40265238485299093,0.6275262265089193,-0.030178611361910246,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Music,music,2,2,2,2,False,0.37554228052966976,0.3626210607953357,0.6244577194703302,0.012921219734334077,exploratory,False
P0,C2-P0,C3-P0,C2,C3,News Media,news media,4,4,4,12,True,0.3381488026339255,0.3455844022693155,0.6618511973660746,-0.007435599635390033,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Recycling,recycling,3,3,3,6,True,0.4558402710103717,0.4673896058838345,0.5441597289896283,-0.011549334873462769,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Taxes,taxes,2,2,2,2,False,0.3170394427521218,0.2733122255136559,0.6829605572478782,0.0437272172384659,exploratory,False
P0,C2-P0,C3-P0,C2,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.3366736527681447,0.3519023537539593,0.6633263472318554,-0.01522870098581458,exploratory,False
P0,C2-P0,C4-P0,C2,C4,Buying A Car,buying a car,2,2,2,2,False,0.25416438952558146,0.2706375699752663,0.7458356104744186,-0.01647318044968482,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.44961583858319565,0.4600450040810068,0.5503841614168044,-0.010429165497811144,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.34217121386299354,0.3407075387972404,0.6578287861370065,0.0014636750657531228,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Child Care,child care,2,2,2,2,False,0.2831731627284723,0.35000535661486437,0.7168268372715276,-0.06683219388639206,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Crime,crime,4,4,4,12,True,0.4486765704004415,0.44789455953721924,0.5513234295995585,0.0007820108632222711,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Drug Testing,drug testing,2,2,2,2,False,0.4108060372963362,0.3444323833148194,0.5891939627036638,0.06637365398151679,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Family Finance,family finance,5,5,5,20,True,0.4056230410149732,0.3775572381990959,0.5943769589850267,0.028065802815877283,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Job Benefits,job benefits,5,5,5,20,True,0.4009149102310359,0.3894842800572264,0.5990850897689641,0.01143063017380952,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Music,music,2,2,2,2,False,0.3378203152705733,0.37502375580904956,0.6621796847294267,-0.03720344053847624,exploratory,True
P0,C2-P0,C4-P0,C2,C4,News Media,news media,4,4,4,12,True,0.34091089816358,0.32560593187686276,0.65908910183642,0.015304966286717236,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Recycling,recycling,3,3,3,6,True,0.460893033277558,0.4568289550110811,0.539106966722442,0.004064078266476867,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Taxes,taxes,2,2,2,2,False,0.24785021921890932,0.2212489944899083,0.7521497807810906,0.026601224729001005,exploratory,True
P0,C2-P0,C4-P0,C2,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.38347619170158187,0.3458358300327899,0.6165238082984181,0.03764036166879198,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Buying A Car,buying a car,2,2,2,2,False,0.2641887162950433,0.2133238349967364,0.7358112837049566,0.05086488129830691,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.5135685764188463,0.5122424323384165,0.48643142358115365,0.0013261440804298585,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.4019949883004365,0.41572413971459155,0.5980050116995634,-0.013729151414155039,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Child Care,child care,2,2,2,2,False,0.334924469233988,0.37018035849931913,0.665075530766012,-0.03525588926533113,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Crime,crime,4,4,4,12,True,0.4784903619600843,0.4418728651827945,0.5215096380399157,0.036617496777289815,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Drug Testing,drug testing,2,2,2,2,False,0.3188680269864387,0.3076947483835012,0.6811319730135613,0.011173278602937486,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Family Finance,family finance,5,5,5,20,True,0.35699328457957946,0.3865278997782745,0.6430067154204205,-0.029534615198695047,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Job Benefits,job benefits,5,5,5,20,True,0.3595802400813632,0.37453388666938797,0.6404197599186368,-0.014953646588024783,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Music,music,2,2,2,2,False,0.35987531033428927,0.37439850766503513,0.6401246896657107,-0.014523197330745863,exploratory,True
P0,C3-P0,C4-P0,C3,C4,News Media,news media,4,4,4,12,True,0.3688106618972723,0.37511375163598304,0.6311893381027277,-0.006303089738710743,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Recycling,recycling,3,3,3,6,True,0.42388880105314186,0.41631285785694905,0.5761111989468581,0.007575943196192814,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Taxes,taxes,2,2,2,2,False,0.3013492697028657,0.22678923196261824,0.6986507302971343,0.07456003774024744,exploratory,True
P0,C3-P0,C4-P0,C3,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.383762930717601,0.40447041024642555,0.6162370692823991,-0.02070747952882457,exploratory,True
P1,C1-P1,C2-P1,C1,C2,Buying A Car,buying a car,2,2,2,2,False,0.3153871924360257,0.2890490241908707,0.6846128075639744,0.026338168245155003,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Capital Punishment,capital punishment,2,2,2,2,False,0.3216230448672248,0.37860721000212194,0.6783769551327752,-0.056984165134897125,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.33016396776841545,0.2824202247033554,0.6698360322315846,0.04774374306506002,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Child Care,child care,2,2,2,2,False,0.24394090139614555,0.2626751077192404,0.7560590986038545,-0.01873420632309486,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Crime,crime,4,4,4,12,True,0.3468570764906211,0.3424086256267917,0.6531429235093789,0.00444845086382939,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Drug Testing,drug testing,2,2,2,2,False,0.3161300603412235,0.3283747786437122,0.6838699396587765,-0.012244718302488689,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Family Finance,family finance,5,5,5,20,True,0.34692690664666975,0.3496740205632852,0.6530730933533302,-0.0027471139166154734,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Job Benefits,job benefits,5,5,5,20,True,0.3009968704387087,0.30790742800158155,0.6990031295612913,-0.006910557562872843,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Music,music,2,2,2,2,False,0.28024750647674584,0.2965189093555022,0.7197524935232542,-0.016271402878756336,exploratory,False
P1,C1-P1,C2-P1,C1,C2,News Media,news media,4,4,4,12,True,0.32441297189373663,0.3426532098259402,0.6755870281062634,-0.018240237932203585,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Recycling,recycling,3,3,3,6,True,0.4023744900164294,0.3780474367008046,0.5976255099835706,0.02432705331562479,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Taxes,taxes,2,2,2,2,False,0.2307443615219067,0.22766651158394052,0.7692556384780933,0.0030778499379661706,exploratory,False
P1,C1-P1,C2-P1,C1,C2,Trial By Jury,trial by jury,6,6,6,30,True,0.3407684853096893,0.3588225243263634,0.6592315146903107,-0.018054039016674128,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Buying A Car,buying a car,2,2,2,2,False,0.3190921581754307,0.434699496425932,0.6809078418245693,-0.11560733825050129,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.3555196708389626,0.36935835094665925,0.6444803291610375,-0.013838680107696677,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.33657011408234816,0.3388581080984996,0.6634298859176518,-0.002287994016151429,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Child Care,child care,2,2,2,2,False,0.29220302498559975,0.3002613592604038,0.7077969750144002,-0.008058334274804069,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Crime,crime,4,4,4,12,True,0.3878843532960968,0.39333133635079237,0.6121156467039033,-0.005446983054695598,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Drug Testing,drug testing,2,2,2,2,False,0.34819560557387996,0.3712828355679492,0.65180439442612,-0.023087229994069258,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Family Finance,family finance,5,5,5,20,True,0.3681443921437188,0.3782214995813339,0.6318556078562811,-0.010077107437615085,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Job Benefits,job benefits,5,5,5,20,True,0.37935115809071907,0.4037664648186827,0.6206488419092809,-0.02441530672796366,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Music,music,2,2,2,2,False,0.28457731769177896,0.2986010469739865,0.715422682308221,-0.01402372928220752,exploratory,False
P1,C1-P1,C3-P1,C1,C3,News Media,news media,4,4,4,12,True,0.38109051906944824,0.40122788238694335,0.6189094809305518,-0.020137363317495105,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Recycling,recycling,3,3,3,6,True,0.46953012861972415,0.47813922605596115,0.5304698713802758,-0.008609097436237001,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Taxes,taxes,2,2,2,2,False,0.30384864404017825,0.25138595082910653,0.6961513559598218,0.05246269321107172,exploratory,False
P1,C1-P1,C3-P1,C1,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.41565174457789295,0.44026613266492837,0.5843482554221071,-0.02461438808703542,exploratory,False
P1,C1-P1,C4-P1,C1,C4,Buying A Car,buying a car,2,2,2,2,False,0.3840605214914827,0.3590064893283554,0.6159394785085173,0.025054032163127293,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.3695562479589125,0.39788104110289074,0.6304437520410875,-0.028324793143978233,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.3532304961104627,0.34328265083212894,0.6467695038895374,0.009947845278333756,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Child Care,child care,2,2,2,2,False,0.2563165213200727,0.2996784767939886,0.7436834786799273,-0.043361955473915914,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Crime,crime,4,4,4,12,True,0.41652602855957066,0.3928924497680482,0.5834739714404293,0.023633578791522447,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Drug Testing,drug testing,2,2,2,2,False,0.36690553197234627,0.3513905078399358,0.6330944680276538,0.01551502413241046,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Family Finance,family finance,5,5,5,20,True,0.3746815588312852,0.3812340805139937,0.6253184411687148,-0.006552521682708534,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Job Benefits,job benefits,5,5,5,20,True,0.4300271728183116,0.42169430878062747,0.5699728271816884,0.008332864037684129,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Music,music,2,2,2,2,False,0.28314879647747065,0.3038419926867135,0.7168512035225294,-0.02069319620924287,exploratory,True
P1,C1-P1,C4-P1,C1,C4,News Media,news media,4,4,4,12,True,0.3712872635097515,0.3732772768837911,0.6287127364902485,-0.0019900133740395898,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Recycling,recycling,3,3,3,6,True,0.4442048975793899,0.4576059697077362,0.55579510242061,-0.013401072128346292,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Taxes,taxes,2,2,2,2,False,0.3715927948936831,0.264466326558926,0.628407205106317,0.10712646833475709,exploratory,True
P1,C1-P1,C4-P1,C1,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.38761368479789754,0.4029328920020003,0.6123863152021025,-0.015319207204102736,exploratory,True
P1,C2-P1,C3-P1,C2,C3,Buying A Car,buying a car,2,2,2,2,False,0.29625192912315806,0.32118176546890337,0.703748070876842,-0.024929836345745304,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.3577541776459275,0.26355018013949066,0.6422458223540726,0.09420399750643682,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.2991784188374765,0.2913381967669385,0.7008215811625236,0.007840222070537972,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Child Care,child care,2,2,2,2,False,0.2587136589954633,0.30022009491642654,0.7412863410045367,-0.04150643592096326,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Crime,crime,4,4,4,12,True,0.38946861744663935,0.38722925523126756,0.6105313825533607,0.0022393622153717985,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Drug Testing,drug testing,2,2,2,2,False,0.3216152264196103,0.28128240880300537,0.6783847735803896,0.040332817616604955,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Family Finance,family finance,5,5,5,20,True,0.367639287546072,0.37287957580891906,0.632360712453928,-0.005240288262847059,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Job Benefits,job benefits,5,5,5,20,True,0.29825276250165367,0.28403095332604067,0.7017472374983463,0.014221809175612998,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Music,music,2,2,2,2,False,0.25697283410584193,0.3153191201975217,0.7430271658941581,-0.058346286091679744,exploratory,False
P1,C2-P1,C3-P1,C2,C3,News Media,news media,4,4,4,12,True,0.2971377976061088,0.2819321323018666,0.7028622023938912,0.015205665304242222,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Recycling,recycling,3,3,3,6,True,0.4343539686868025,0.45254902928397,0.5656460313131975,-0.018195060597167523,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Taxes,taxes,2,2,2,2,False,0.19517940576779086,0.18279258458339476,0.8048205942322091,0.012386821184396102,exploratory,False
P1,C2-P1,C3-P1,C2,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.35891267276735456,0.37923960619548963,0.6410873272326454,-0.020326933428135074,exploratory,False
P1,C2-P1,C4-P1,C2,C4,Buying A Car,buying a car,2,2,2,2,False,0.2992770662334608,0.3106469366741608,0.7007229337665393,-0.011369870440700036,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.2929578908529793,0.32921627690551186,0.7070421091470207,-0.036258386052532565,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.34379199337448585,0.282409208076644,0.6562080066255142,0.06138278529784186,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Child Care,child care,2,2,2,2,False,0.22248387370103656,0.24846788091015554,0.7775161262989634,-0.025984007209118976,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Crime,crime,4,4,4,12,True,0.37631764020312564,0.3640323187255174,0.6236823597968744,0.012285321477608246,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Drug Testing,drug testing,2,2,2,2,False,0.3509387203268857,0.35572893677718076,0.6490612796731143,-0.004790216450295037,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Family Finance,family finance,5,5,5,20,True,0.32430886273119086,0.3422406132100332,0.6756911372688091,-0.017931750478842323,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Job Benefits,job benefits,5,5,5,20,True,0.31030868892004376,0.3105178094193177,0.6896913110799563,-0.0002091204992739626,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Music,music,2,2,2,2,False,0.32454689059921754,0.2565976267675368,0.6754531094007825,0.06794926383168076,exploratory,True
P1,C2-P1,C4-P1,C2,C4,News Media,news media,4,4,4,12,True,0.2897008825957001,0.2958218308010641,0.7102991174042999,-0.0061209482053640185,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Recycling,recycling,3,3,3,6,True,0.3824761899754961,0.40423402947719245,0.617523810024504,-0.021757839501696352,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Taxes,taxes,2,2,2,2,False,0.20270416212441628,0.18472086472114913,0.7972958378755837,0.01798329740326715,exploratory,True
P1,C2-P1,C4-P1,C2,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.31461396435582284,0.32797146324696497,0.6853860356441772,-0.013357498891142128,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Buying A Car,buying a car,2,2,2,2,False,0.3648655420618526,0.301628959605332,0.6351344579381474,0.06323658245652064,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.3700850948062598,0.30918689471721145,0.6299149051937403,0.06089820008904834,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.45701303037197205,0.42316766149508644,0.542986969628028,0.033845368876885606,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Child Care,child care,2,2,2,2,False,0.3573114368912394,0.3143371567883527,0.6426885631087607,0.042974280102886675,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Crime,crime,4,4,4,12,True,0.4212331244161652,0.4291719141569579,0.5787668755838348,-0.007938789740792651,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Drug Testing,drug testing,2,2,2,2,False,0.44033244694159795,0.3791679396201737,0.5596675530584021,0.061164507321424255,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Family Finance,family finance,5,5,5,20,True,0.4529203175412941,0.4259402928152867,0.5470796824587059,0.026980024726007357,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Job Benefits,job benefits,5,5,5,20,True,0.4416498424227763,0.45147829911936393,0.5583501575772237,-0.009828456696587662,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Music,music,2,2,2,2,False,0.31121958681496514,0.3324616974963144,0.6887804131850348,-0.021242110681349236,exploratory,True
P1,C3-P1,C4-P1,C3,C4,News Media,news media,4,4,4,12,True,0.4514681606663598,0.42376638394232674,0.5485318393336402,0.027701776724033067,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Recycling,recycling,3,3,3,6,True,0.5042667933796524,0.5112225124159674,0.4957332066203476,-0.006955719036314978,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Taxes,taxes,2,2,2,2,False,0.3522847722540367,0.2662855909884405,0.6477152277459632,0.08599918126559619,exploratory,True
P1,C3-P1,C4-P1,C3,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.37886346020708617,0.41061719526260704,0.6211365397929138,-0.03175373505552087,exploratory,True
P2,C1-P2,C2-P2,C1,C2,Buying A Car,buying a car,2,2,2,2,False,0.3625125928899854,0.3654614004195637,0.6374874071100146,-0.0029488075295783234,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Capital Punishment,capital punishment,2,2,2,2,False,0.40165923346359,0.40660921944603384,0.59834076653641,-0.004949985982443839,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.357307746594259,0.32838864734267303,0.642692253405741,0.028919099251585978,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Child Care,child care,2,2,2,2,False,0.19912857119093047,0.31764913630556535,0.8008714288090695,-0.11852056511463488,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Crime,crime,4,4,4,12,True,0.3352166915179317,0.33665268829551814,0.6647833084820682,-0.0014359967775864346,exploratory,False
