prompt_level,left_condition,right_condition,left_architecture,right_architecture,conversation_no,topic,topic_key,same_input_route_similarity,architecture_route_displacement,alignment_path,analysis_role
P0,C1-P0,C2-P0,C1,C2,4177,News Media,news media,0.3944355931794692,0.6055644068205308,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4345,News Media,news media,0.33818857168281635,0.6618114283171836,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4611,News Media,news media,0.367559706849226,0.632440293150774,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4362,Public Education,public education,0.30192497154134235,0.6980750284586577,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4096,Recycling,recycling,0.40242357417712593,0.5975764258228741,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4329,Recycling,recycling,0.30725518347568204,0.692744816524318,"[[0,0],[1,0],[2,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4358,Recycling,recycling,0.4917550619658271,0.5082449380341729,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4360,Social Change,social change,0.352943454435934,0.647056545564066,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,2451,Soviet Union,soviet union,0.22068088056491297,0.779319119435087,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4333,Taxes,taxes,0.12317228891990295,0.876827711080097,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4372,Taxes,taxes,0.10857943401517067,0.8914205659848293,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4036,Trial By Jury,trial by jury,0.37420441869546617,0.6257955813045338,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4148,Trial By Jury,trial by jury,0.4103130211858995,0.5896869788141005,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4152,Trial By Jury,trial by jury,0.4905948725095832,0.5094051274904168,"[[0,0],[1,1],[2,1],[3,2],[4,3],[5,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4321,Trial By Jury,trial by jury,0.3934870000814552,0.6065129999185448,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4327,Trial By Jury,trial by jury,0.37631710809914487,0.6236828919008551,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,4617,Trial By Jury,trial by jury,0.23784329563342288,0.7621567043665771,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C2-P0,C1,C2,2095,Weather Climate,weather climate,0.24473213992823073,0.7552678600717693,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4382,Air Pollution,air pollution,0.46141982747260624,0.5385801725273938,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4339,Buying A Car,buying a car,0.3799438847952463,0.6200561152047537,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4356,Buying A Car,buying a car,0.28071620820171883,0.7192837917982812,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4133,Capital Punishment,capital punishment,0.5081222016758418,0.49187779832415823,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4341,Capital Punishment,capital punishment,0.3805724361006966,0.6194275638993034,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,3902,Care Of The Elderly,care of the elderly,0.39195873006791304,0.608041269932087,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4108,Care Of The Elderly,care of the elderly,0.38523026662090887,0.6147697333790911,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4166,Care Of The Elderly,care of the elderly,0.21201097349501763,0.7879890265049824,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4619,Care Of The Elderly,care of the elderly,0.41308208095071985,0.5869179190492801,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4646,Care Of The Elderly,care of the elderly,0.39512770584720924,0.6048722941527908,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4325,Child Care,child care,0.2792404896244025,0.7207595103755975,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4877,Child Care,child care,0.27974095738044924,0.7202590426195508,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4316,Crime,crime,0.4302008602073196,0.5697991397926804,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4320,Crime,crime,0.3872717672677298,0.6127282327322702,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4336,Crime,crime,0.24258918586968492,0.7574108141303151,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4340,Crime,crime,0.40525885961124575,0.5947411403887543,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4048,Drug Testing,drug testing,0.357262278647705,0.642737721352295,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4330,Drug Testing,drug testing,0.4237408982762716,0.5762591017237284,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4103,Family Finance,family finance,0.4466289880421499,0.5533710119578501,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4104,Family Finance,family finance,0.2803605323992382,0.7196394676007618,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4353,Family Finance,family finance,0.2757948909601844,0.7242051090398156,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4379,Family Finance,family finance,0.39080194511037636,0.6091980548896236,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4688,Family Finance,family finance,0.3567974404135227,0.6432025595864773,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,3389,Football,football,0.4796513808009949,0.5203486191990051,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4060,Job Benefits,job benefits,0.23766760518068564,0.7623323948193144,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4109,Job Benefits,job benefits,0.31324393990698274,0.6867560600930173,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4171,Job Benefits,job benefits,0.3152789471045683,0.6847210528954317,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4319,Job Benefits,job benefits,0.36358301612446275,0.6364169838755372,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4628,Job Benefits,job benefits,0.3039979314590896,0.6960020685409104,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4168,Music,music,0.35611658445491834,0.6438834155450817,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4312,Music,music,0.2762265719421839,0.7237734280578161,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4082,News Media,news media,0.31656604739960614,0.6834339526003939,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4177,News Media,news media,0.3987632431692565,0.6012367568307435,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4345,News Media,news media,0.4513177082525557,0.5486822917474443,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4611,News Media,news media,0.4546751595516667,0.5453248404483333,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4362,Public Education,public education,0.3938548183217466,0.6061451816782534,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4096,Recycling,recycling,0.4843818577152299,0.5156181422847701,"[[0,0],[1,1],[2,1],[3,2],[4,3],[5,4],[6,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4329,Recycling,recycling,0.33591038967649967,0.6640896103235003,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4358,Recycling,recycling,0.5025096687125734,0.4974903312874266,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4360,Social Change,social change,0.30269925062368863,0.6973007493763114,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,2451,Soviet Union,soviet union,0.30747446254974875,0.6925255374502512,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4333,Taxes,taxes,0.10877696436542195,0.891223035634578,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4372,Taxes,taxes,0.206581681886997,0.793418318113003,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4036,Trial By Jury,trial by jury,0.37044464418630363,0.6295553558136964,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4148,Trial By Jury,trial by jury,0.4751521071737177,0.5248478928262823,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4152,Trial By Jury,trial by jury,0.4209391624190527,0.5790608375809473,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4321,Trial By Jury,trial by jury,0.2708061454866467,0.7291938545133533,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4327,Trial By Jury,trial by jury,0.26246884231427303,0.737531157685727,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,4617,Trial By Jury,trial by jury,0.3506786691212984,0.6493213308787016,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C3-P0,C1,C3,2095,Weather Climate,weather climate,0.369750146828572,0.630249853171428,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4382,Air Pollution,air pollution,0.4297492234843334,0.5702507765156666,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4339,Buying A Car,buying a car,0.3535158663127036,0.6464841336872964,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4356,Buying A Car,buying a car,0.40857403972057815,0.5914259602794218,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4133,Capital Punishment,capital punishment,0.44436269455746047,0.5556373054425395,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4341,Capital Punishment,capital punishment,0.36714324903478224,0.6328567509652178,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,3902,Care Of The Elderly,care of the elderly,0.4254030946525088,0.5745969053474912,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4108,Care Of The Elderly,care of the elderly,0.38809464172000463,0.6119053582799954,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4166,Care Of The Elderly,care of the elderly,0.24509109067836032,0.7549089093216397,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4619,Care Of The Elderly,care of the elderly,0.3507693465114442,0.6492306534885558,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4646,Care Of The Elderly,care of the elderly,0.44270556757297497,0.557294432427025,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4325,Child Care,child care,0.32840109815574803,0.671598901844252,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4877,Child Care,child care,0.22521179830423244,0.7747882016957676,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4316,Crime,crime,0.48767082187727273,0.5123291781227273,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4320,Crime,crime,0.3979447512702349,0.6020552487297651,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4336,Crime,crime,0.33183599876345116,0.6681640012365488,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4340,Crime,crime,0.3544013735555256,0.6455986264444744,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4048,Drug Testing,drug testing,0.4017424456099812,0.5982575543900188,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4330,Drug Testing,drug testing,0.3918633889280585,0.6081366110719415,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4103,Family Finance,family finance,0.30926374489652175,0.6907362551034782,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4104,Family Finance,family finance,0.38662146050021784,0.6133785394997822,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4353,Family Finance,family finance,0.3447354612147545,0.6552645387852455,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4379,Family Finance,family finance,0.35191842081465174,0.6480815791853483,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4688,Family Finance,family finance,0.4488033894848794,0.5511966105151206,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,3389,Football,football,0.2953641547516226,0.7046358452483774,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4060,Job Benefits,job benefits,0.3027018863658525,0.6972981136341475,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4109,Job Benefits,job benefits,0.35158209122388095,0.648417908776119,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4171,Job Benefits,job benefits,0.3081660556181339,0.6918339443818661,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4319,Job Benefits,job benefits,0.3418484742083975,0.6581515257916025,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4628,Job Benefits,job benefits,0.19171768351846852,0.8082823164815315,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4168,Music,music,0.4212512424658781,0.5787487575341219,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4312,Music,music,0.43607489629614093,0.5639251037038591,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4082,News Media,news media,0.2972455076846301,0.7027544923153699,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4177,News Media,news media,0.43683428636637045,0.5631657136336295,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4345,News Media,news media,0.2884723772290271,0.7115276227709729,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4611,News Media,news media,0.367041738020645,0.632958261979355,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
