source,condition,architecture,prompt_level,topic,topic_key,conversation_a,conversation_b,route_similarity,route_distance,alignment_path
SB,SB,SB,SB,Air Pollution,air pollution,2262,2752,0.21248723022357352,0.7875127697764265,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,2938,0.18977736944928292,0.8102226305507171,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,2998,0.18087239600683247,0.8191276039931675,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3063,0.12312935303644457,0.8768706469635554,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3148,0.16107930620974764,0.8389206937902524,"[[0,0],[0,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,7],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3244,0.2489197654432127,0.7510802345567873,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3255,0.1580345401028227,0.8419654598971773,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3406,0.18737912586678251,0.8126208741332175,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3574,0.1520604371300076,0.8479395628699924,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3694,0.11786556436963869,0.8821344356303613,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3797,0.20221140977848595,0.797788590221514,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,3887,0.268691656139323,0.731308343860677,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4051,0.12138112449461469,0.8786188755053853,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4114,0.15411609834816176,0.8458839016518382,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4382,0.15426910042421416,0.8457308995757858,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4771,0.2471819140003486,0.7528180859996514,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2262,4940,0.14170857040048568,0.8582914295995143,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,2648,0.164455671996092,0.835544328003908,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,2752,0.22287770747335045,0.7771222925266495,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,2938,0.15645967826596086,0.8435403217340391,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,2998,0.197141122388363,0.802858877611637,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3063,0.1738339422981754,0.8261660577018246,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3148,0.15565545998780794,0.8443445400121921,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3244,0.12046422482268371,0.8795357751773163,"[[0,0],[0,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,7],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3255,0.19076703502474746,0.8092329649752525,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3406,0.1702682768435494,0.8297317231564506,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3574,0.13242916893853984,0.8675708310614602,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3694,0.13883075102188314,0.8611692489781169,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3797,0.1559183894596874,0.8440816105403126,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,3887,0.1622230894645036,0.8377769105354964,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4051,0.1575220893241963,0.8424779106758037,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4114,0.17244502720806798,0.827554972791932,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4382,0.13660371038380192,0.8633962896161981,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4771,0.21554743004859744,0.7844525699514026,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2293,4940,0.15695716400367687,0.8430428359963231,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,2752,0.15663522801000307,0.8433647719899969,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,2938,0.1100376850947139,0.8899623149052861,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,2998,0.11349243548706367,0.8865075645129363,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3063,0.14555638492599943,0.8544436150740006,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3148,0.12126291931071354,0.8787370806892865,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3244,0.1374594483084689,0.8625405516915311,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3255,0.12546349362569065,0.8745365063743094,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3406,0.16938276696188215,0.8306172330381179,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3574,0.1118427737810378,0.8881572262189622,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3694,0.13394480150625465,0.8660551984937453,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3797,0.12867274050197564,0.8713272594980244,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,3887,0.1771811961311247,0.8228188038688753,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4051,0.12190492779795337,0.8780950722020466,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4114,0.12364619703774393,0.8763538029622561,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4382,0.12751599071005126,0.8724840092899487,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4771,0.1815204376273023,0.8184795623726977,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2648,4940,0.09783355065643218,0.9021664493435678,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,2938,0.14286445868050102,0.857135541319499,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,2998,0.1659604303732487,0.8340395696267513,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3063,0.19152917202294817,0.8084708279770518,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3148,0.15278942634702164,0.8472105736529784,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3244,0.16746860794617546,0.8325313920538245,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3255,0.1586783477782554,0.8413216522217446,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3406,0.21293811988049993,0.7870618801195001,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3574,0.20078207209104382,0.7992179279089562,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
SB,SB,SB,SB,Air Pollution,air pollution,2752,3694,0.17359481448856673,0.8264051855114333,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]"
